id,commonName,placeType,lat,lon
BikePoints_379,"Turquoise Island, Notting Hill",BikePoint,51.514311,-0.200838
BikePoints_380,"Stanhope Gate, Mayfair",BikePoint,51.506864,-0.150666
BikePoints_381,"Charlotte Street, Fitzrovia",BikePoint,51.51953,-0.135777
BikePoints_382,"Farm Street, Mayfair",BikePoint,51.509351,-0.147449
BikePoints_383,"Frith Street, Soho",BikePoint,51.513103,-0.131213
BikePoints_384,"Marloes Road, Kensington",BikePoint,51.496481,-0.192404
BikePoints_386,"Moor Street, Soho",BikePoint,51.513527,-0.13011
BikePoints_387,"Fire Brigade Pier, Vauxhall",BikePoint,51.493699,-0.121394
BikePoints_388,"Southampton Street, Strand",BikePoint,51.510701,-0.121723
BikePoints_389,"Upper Grosvenor Street, Mayfair",BikePoint,51.51013,-0.155757
BikePoints_390,"Buxton Street 1, Shoreditch",BikePoint,51.521776,-0.068856
BikePoints_391,"Clifford Street, Mayfair",BikePoint,51.510662,-0.142345
BikePoints_392,"Imperial College, Knightsbridge",BikePoint,51.499428,-0.179702
BikePoints_393,"Snow Hill, Farringdon",BikePoint,51.517334,-0.103604
BikePoints_394,"Aberdeen Place, St. John's Wood",BikePoint,51.524826,-0.176268
BikePoints_395,"Cadogan Gardens, Chelsea",BikePoint,51.492462,-0.159919
BikePoints_396,"Shouldham Street, Marylebone",BikePoint,51.51809,-0.163609
BikePoints_397,"Devonshire Terrace, Bayswater",BikePoint,51.51348,-0.17977
BikePoints_398,"Holland Park, Kensington",BikePoint,51.502319,-0.200742
BikePoints_399,"Brick Lane Market, Shoreditch",BikePoint,51.522617,-0.071653
BikePoints_400,"George Street, Marylebone",BikePoint,51.517703,-0.154106
BikePoints_401,"Columbia Road, Shoreditch",BikePoint,51.528187,-0.075375
BikePoints_402,"Penfold Street, Marylebone",BikePoint,51.522892,-0.171681
BikePoints_403,"George Place Mews, Marylebone",BikePoint,51.516892,-0.158249
BikePoints_404,"Palace Gate, Kensington Gardens",BikePoint,51.502042,-0.1844
BikePoints_405,"Gloucester Road Station, South Kensington",BikePoint,51.494185,-0.18267
BikePoints_408,"Sun Street, Liverpool Street",BikePoint,51.520009,-0.083935
BikePoints_409,"Strata, Elephant & Castle",BikePoint,51.493146,-0.099828
BikePoints_410,"Edgware Road Station, Marylebone",BikePoint,51.519968,-0.169774
BikePoints_411,"Rotherhithe Roundabout, Rotherhithe",BikePoint,51.499169,-0.055846
BikePoints_412,"Cleaver Street, Kennington",BikePoint,51.488105,-0.110121
BikePoints_419,"Chelsea Bridge, Pimlico",BikePoint,51.485821,-0.149004
BikePoints_421,"Southwark Station 2, Southwark",BikePoint,51.504044,-0.104778
BikePoints_423,"Eaton Square (South), Belgravia",BikePoint,51.494561,-0.153933
BikePoints_424,"Ebury Bridge, Pimlico",BikePoint,51.490491,-0.149186
BikePoints_425,"Camley Street, Camden Town",BikePoint,51.53792,-0.130529
BikePoints_426,"Vincent Street, Pimlico",BikePoint,51.493072,-0.129925
BikePoints_427,"Cheapside, Bank",BikePoint,51.51397,-0.09294
BikePoints_428,"Exhibition Road, Knightsbridge",BikePoint,51.499917,-0.174554
BikePoints_430,"South Parade, Chelsea",BikePoint,51.48902,-0.17524
BikePoints_431,"Crinan Street, King's Cross",BikePoint,51.534474,-0.122203
BikePoints_432,"Exhibition Road Museums 1, South Kensington",BikePoint,51.496468,-0.173796
BikePoints_433,"Wren Street, Holborn",BikePoint,51.524564,-0.116279
BikePoints_435,"Kennington Station, Kennington",BikePoint,51.488852,-0.105593
BikePoints_436,"Red Lion Street, Holborn",BikePoint,51.51824,-0.11655
BikePoints_437,"Vauxhall Walk, Vauxhall",BikePoint,51.488124,-0.120903
BikePoints_439,"Killick Street, King's Cross",BikePoint,51.5338,-0.118677
BikePoints_440,"Kennington Oval, Oval",BikePoint,51.483145,-0.113134
BikePoints_441,"Sail Street, Vauxhall",BikePoint,51.495656,-0.114605
BikePoints_442,"Walmer Road, Avondale",BikePoint,51.510101,-0.211358
BikePoints_443,"Philpot Street, Whitechapel",BikePoint,51.515256,-0.058641
BikePoints_444,"Bethnal Green Garden, Bethnal Green",BikePoint,51.52568,-0.055312
BikePoints_445,"Cheshire Street, Bethnal Green",BikePoint,51.52388,-0.065076
BikePoints_446,"York Hall, Bethnal Green",BikePoint,51.528936,-0.055894
BikePoints_447,"Jubilee Crescent, Cubitt Town",BikePoint,51.493381,-0.007542
BikePoints_448,"Fisherman's Walk West, Canary Wharf",BikePoint,51.50623,-0.02296
BikePoints_449,"Shadwell Station, Shadwell",BikePoint,51.511088,-0.057159
BikePoints_450,"Jubilee Street, Stepney",BikePoint,51.515975,-0.053177
BikePoints_451,"Hermitage Court, Wapping",BikePoint,51.504719,-0.063531
BikePoints_452,"St. Katharine's Way, Tower",BikePoint,51.505697,-0.070542
BikePoints_453,"Garnet Street, Shadwell",BikePoint,51.508447,-0.055167
BikePoints_454,"Napier Avenue, Millwall",BikePoint,51.487679,-0.021582
BikePoints_455,"East Ferry Road, Cubitt Town",BikePoint,51.49447,-0.014409
BikePoints_456,"Albert Street, Camden Town",BikePoint,51.537706,-0.144801
BikePoints_457,"Castlehaven Road, Camden Town",BikePoint,51.542138,-0.145393
BikePoints_458,"Wapping Lane, Wapping",BikePoint,51.504749,-0.057544
BikePoints_459,"Gunmakers Lane, Old Ford",BikePoint,51.535179,-0.03338
BikePoints_460,"Burdett Road, Mile End",BikePoint,51.516196,-0.029138
BikePoints_461,"Aston Street, Stepney",BikePoint,51.516,-0.038775
BikePoints_462,"Bonny Street, Camden Town",BikePoint,51.541603,-0.138853
BikePoints_463,"Thurtle Road, Haggerston",BikePoint,51.534776,-0.071881
BikePoints_464,"St. Mary & St. Michael Church, Stepney",BikePoint,51.51417,-0.052099
BikePoints_465,"Pitfield Street North,Hoxton",BikePoint,51.53558,-0.08249
BikePoints_466,"Whiston Road, Haggerston",BikePoint,51.534464,-0.076341
BikePoints_467,"Southern Grove, Bow",BikePoint,51.523538,-0.030556
BikePoints_468,"Cantrell Road, Bow",BikePoint,51.521564,-0.022694
BikePoints_469,"Lindfield Street, Poplar",BikePoint,51.513757,-0.020467
BikePoints_470,"Mostyn Grove, Bow",BikePoint,51.530535,-0.025492
BikePoints_471,"Hewison Street, Old Ford",BikePoint,51.533283,-0.028155
BikePoints_472,"Malmesbury Road, Bow",BikePoint,51.529452,-0.027616
BikePoints_473,"Millharbour, Millwall",BikePoint,51.496137,-0.019355
BikePoints_474,"Gascoyne Road, Victoria Park",BikePoint,51.541515,-0.038557
BikePoints_475,"Lightermans Road, Millwall",BikePoint,51.499041,-0.020157
BikePoints_476,"Stebondale Street, Cubitt Town",BikePoint,51.489096,-0.009205
BikePoints_477,"Spindrift Avenue, Millwall",BikePoint,51.49109,-0.018716
BikePoints_478,"Stepney Green Station, Stepney",BikePoint,51.521889,-0.04667
BikePoints_479,"Pott Street, Bethnal Green",BikePoint,51.527152,-0.058005
BikePoints_480,"Flamborough Street, Limehouse",BikePoint,51.512871,-0.038986
BikePoints_481,"Saunders Ness Road, Cubitt Town",BikePoint,51.487129,-0.009001
BikePoints_482,"Exhibition Road Museums 2, South Kensington",BikePoint,51.495947,-0.173689
BikePoints_483,"Albert Gardens, Stepney",BikePoint,51.51328,-0.047784
BikePoints_484,"Bromley High Street, Bow",BikePoint,51.528828,-0.013258
BikePoints_485,"Old Ford Road, Bethnal Green",BikePoint,51.531127,-0.048017
BikePoints_486,"Granby Street, Shoreditch",BikePoint,51.525645,-0.069543
BikePoints_487,"Canton Street, Poplar",BikePoint,51.511811,-0.025626
BikePoints_488,"Reardon Street, Wapping",BikePoint,51.506946,-0.058681
BikePoints_489,"Christian Street, Whitechapel",BikePoint,51.513074,-0.064094
BikePoints_490,"Pennington Street, Wapping",BikePoint,51.508622,-0.065006
BikePoints_491,"Queen Mary's, Mile End",BikePoint,51.522507,-0.041378
BikePoints_492,"Maplin Street, Mile End",BikePoint,51.525501,-0.032267
BikePoints_494,"South Quay East, Canary Wharf",BikePoint,51.50196,-0.016251
BikePoints_495,"Bow Church Station, Bow",BikePoint,51.528169,-0.018703
BikePoints_496,"Devons Road, Bow",BikePoint,51.52512,-0.015578
BikePoints_497,"Merchant Street, Bow",BikePoint,51.526578,-0.027581
BikePoints_498,"Bow Road Station, Bow",BikePoint,51.527058,-0.025296
BikePoints_499,"Furze Green, Bow",BikePoint,51.519265,-0.021345
BikePoints_500,"Ansell House, Stepney",BikePoint,51.520019,-0.05438
BikePoints_501,"Cephas Street, Bethnal Green",BikePoint,51.522561,-0.054883
BikePoints_502,"Bonner Gate, Victoria Park",BikePoint,51.53341,-0.049591
BikePoints_503,"Cleveland Way, Stepney",BikePoint,51.520893,-0.051394
BikePoints_504,"St. John's Park, Cubitt Town",BikePoint,51.496454,-0.009506
BikePoints_505,"Ackroyd Drive, Bow",BikePoint,51.520398,-0.026768
BikePoints_506,"Bell Lane, Liverpool Street",BikePoint,51.517475,-0.075855
BikePoints_507,"Clarkson Street, Bethnal Green",BikePoint,51.528692,-0.059091
BikePoints_508,"Fournier Street, Whitechapel",BikePoint,51.519362,-0.074431
BikePoints_509,"Fore Street Avenue, Guildhall",BikePoint,51.517842,-0.090075
BikePoints_510,"Westferry DLR, Limehouse",BikePoint,51.509303,-0.025996
BikePoints_511,"Sutton Street, Shadwell",BikePoint,51.511066,-0.053558
BikePoints_513,"Watney Market, Stepney",BikePoint,51.514222,-0.055656
BikePoints_514,"Portman Square, Marylebone",BikePoint,51.516204,-0.155525
BikePoints_515,"Russell Gardens, Olympia",BikePoint,51.500088,-0.211316
BikePoints_516,"Chrisp Street Market, Poplar",BikePoint,51.5112,-0.014438
BikePoints_517,"Ford Road, Old Ford",BikePoint,51.532513,-0.033085
BikePoints_518,"Antill Road, Mile End",BikePoint,51.528224,-0.037471
BikePoints_519,"Teviot Street, Poplar",BikePoint,51.518811,-0.011662
BikePoints_520,"Bancroft Road, Bethnal Green",BikePoint,51.526041,-0.047218
BikePoints_521,"Driffield Road, Old Ford",BikePoint,51.534137,-0.037366
BikePoints_522,"Clinton Road, Mile End",BikePoint,51.525941,-0.036017
BikePoints_523,"Langdon Park, Poplar",BikePoint,51.51549,-0.013475
BikePoints_524,"Lancaster Gate , Bayswater",BikePoint,51.511654,-0.179668
BikePoints_526,"Lancaster Drive, Blackwall",BikePoint,51.503143,-0.008428
BikePoints_527,"Hansard Mews, Holland Park",BikePoint,51.503802,-0.215808
BikePoints_528,"Clarges Street, Mayfair",BikePoint,51.507326,-0.145827
BikePoints_529,"Manresa Road, Chelsea",BikePoint,51.486892,-0.170983
BikePoints_530,"Newby Place, Poplar",BikePoint,51.508896,-0.012413
BikePoints_531,"Twig Folly Bridge, Mile End",BikePoint,51.530326,-0.042744
BikePoints_532,"Jubilee Plaza, Canary Wharf",BikePoint,51.5034,-0.020242
BikePoints_533,"Wellington Row, Bethnal Green",BikePoint,51.528222,-0.069743
BikePoints_534,"Goldsmith's Row, Haggerston",BikePoint,51.531864,-0.066035
BikePoints_535,"Gloucester Avenue, Camden Town",BikePoint,51.537349,-0.147154
BikePoints_536,"Queensbridge Road, Haggerston",BikePoint,51.53385,-0.06992
BikePoints_537,"Old Montague Street, Whitechapel",BikePoint,51.51793,-0.067937
BikePoints_538,"Naval Row, Blackwall",BikePoint,51.508981,-0.00699
BikePoints_539,"Hoxton Station, Hoxton",BikePoint,51.531091,-0.075901
BikePoints_540,"Albany Street, The Regent's Park",BikePoint,51.528302,-0.144466
BikePoints_541,"Green Park Station, Mayfair",BikePoint,51.506613,-0.142844
BikePoints_542,"Salmon Lane, Limehouse",BikePoint,51.514115,-0.033828
BikePoints_543,"Lansdowne Walk, Ladbroke Grove",BikePoint,51.509591,-0.204666
BikePoints_544,"Percival Street, Finsbury",BikePoint,51.526153,-0.102208
BikePoints_545,"Arlington Road, Camden Town",BikePoint,51.539957,-0.145246
BikePoints_546,"New Fetter Lane, Holborn",BikePoint,51.517428,-0.107987
BikePoints_547,"East India DLR, Blackwall",BikePoint,51.509474,-0.002275
BikePoints_548,"Westminster Bridge Road, Elephant & Castle",BikePoint,51.498386,-0.107913
BikePoints_549,"Gaywood  Street, Elephant & Castle",BikePoint,51.49605,-0.104193
BikePoints_550,"Harford Street, Mile End",BikePoint,51.521564,-0.039264
BikePoints_551,"Import Dock, Canary Wharf",BikePoint,51.505772,-0.01646
BikePoints_552,"Watney Street, Shadwell",BikePoint,51.511542,-0.056667
BikePoints_553,"Regent's Row , Haggerston",BikePoint,51.535678,-0.062546
BikePoints_554,"Aberfeldy Street, Poplar",BikePoint,51.513548,-0.005659
BikePoints_556,"Heron Quays DLR, Canary Wharf",BikePoint,51.502661,-0.021596
BikePoints_557,"King Edward Street, St Pauls",BikePoint,51.51601,-0.0985
BikePoints_558,"Page Street, Westminster",BikePoint,51.493978,-0.127554
BikePoints_559,"Abbotsbury Road, Holland Park",BikePoint,51.501391,-0.205991
BikePoints_560,"Ladbroke Grove Central, Ladbroke Grove",BikePoint,51.511624,-0.205921
BikePoints_561,"Rectory Square, Stepney",BikePoint,51.518369,-0.043371
BikePoints_562,"Bury Place, Holborn",BikePoint,51.51742,-0.123189
BikePoints_563,"Preston's Road, Cubitt Town",BikePoint,51.499286,-0.009152
BikePoints_564,"Somerset House, Strand",BikePoint,51.509943,-0.117619
BikePoints_565,"Selby Street, Whitechapel",BikePoint,51.521905,-0.063386
BikePoints_566,"Westfield Ariel Way, White City",BikePoint,51.509158,-0.224103
BikePoints_568,"Bishop's Bridge Road West, Bayswater",BikePoint,51.51616,-0.18697
BikePoints_569,"Pitfield Street Central, Hoxton",BikePoint,51.53213,-0.08299
BikePoints_570,"Upper Bank Street, Canary Wharf",BikePoint,51.503083,-0.017676
BikePoints_571,"Westfield Southern Terrace ,Shepherd's Bush",BikePoint,51.506256,-0.218337
BikePoints_572,"Greenland Road, Camden Town",BikePoint,51.539099,-0.141728
BikePoints_573,"Limerston Street, West Chelsea",BikePoint,51.485587,-0.18119
BikePoints_574,"Eagle Wharf Road, Hoxton",BikePoint,51.53356,-0.09315
BikePoints_576,"Alpha Grove, Millwall",BikePoint,51.497304,-0.022793
BikePoints_577,"Globe Town Market, Bethnal Green",BikePoint,51.528869,-0.047548
BikePoints_578,"Hollybush Gardens, Bethnal Green",BikePoint,51.527607,-0.057133
BikePoints_579,"Queen Street 2, Bank",BikePoint,51.511246,-0.093051
BikePoints_580,"Doddington Grove, Kennington",BikePoint,51.486929,-0.102996
BikePoints_581,"New Cavendish Street, Marylebone",BikePoint,51.519167,-0.147983
BikePoints_583,"Abingdon Green, Westminster",BikePoint,51.49764,-0.125972
BikePoints_584,"Ilchester Gardens, Bayswater",BikePoint,51.51244,-0.19096
BikePoints_586,"Mudchute DLR, Cubitt Town",BikePoint,51.490645,-0.014582
BikePoints_587,"Monument Street, Monument",BikePoint,51.50964,-0.08497
BikePoints_588,"Hoxton Street, Hoxton",BikePoint,51.52959,-0.0801
BikePoints_589,"Drayton Gardens, West Chelsea",BikePoint,51.487196,-0.179369
BikePoints_590,"Greenberry Street, St.John's Wood",BikePoint,51.53256,-0.16862
BikePoints_591,"Westfield Library Corner, Shepherd's Bush",BikePoint,51.506093,-0.224223
BikePoints_592,"Bishop's Bridge Road East, Bayswater",BikePoint,51.5171,-0.18377
BikePoints_593,"Northdown Street, King's Cross",BikePoint,51.531066,-0.11934
BikePoints_594,"Kingsway Southbound, Strand",BikePoint,51.513875,-0.117774
BikePoints_595,"Hammersmith Road, Hammersmith",BikePoint,51.493267,-0.21985
BikePoints_596,"Parson's Green , Parson's Green",BikePoint,51.472817,-0.199783
BikePoints_597,"Fulham Park Road, Fulham",BikePoint,51.473471,-0.20782
BikePoints_598,"Southerton Road, Hammersmith",BikePoint,51.494499,-0.228188
BikePoints_599,"Manbre Road, Hammersmith",BikePoint,51.485743,-0.223616
BikePoints_600,"South Lambeth Road, Vauxhall",BikePoint,51.481747,-0.124642
BikePoints_601,"BBC White City, White City",BikePoint,51.514767,-0.225787
BikePoints_602,"Union Grove, Wandsworth Road",BikePoint,51.472993,-0.133972
BikePoints_603,"Caldwell Street, Stockwell",BikePoint,51.477839,-0.116493
BikePoints_604,"St Martins Close, Camden Town",BikePoint,51.538792,-0.138535
BikePoints_605,"Seymour Place, Marylebone",BikePoint,51.520331,-0.163667
BikePoints_606,"Addison Road, Holland Park",BikePoint,51.504199,-0.210941
BikePoints_607,"Putney Bridge Station, Fulham",BikePoint,51.468814,-0.210279
BikePoints_608,"Colet Gardens, Hammersmith",BikePoint,51.491093,-0.216493
BikePoints_609,"Sugden Road, Clapham",BikePoint,51.465123,-0.157788
BikePoints_610,"Danvers Street, West Chelsea",BikePoint,51.482567,-0.172078
BikePoints_611,"Princedale Road , Holland Park",BikePoint,51.506465,-0.208486
BikePoints_612,"Wandsworth Rd, Isley Court, Wandsworth Road",BikePoint,51.469259,-0.141812
BikePoints_613,"Woodstock Grove, Shepherd's Bush",BikePoint,51.504038,-0.2174
BikePoints_614,"London Fields, Hackney Central",BikePoint,51.54119,-0.058826
BikePoints_615,"Finlay Street, Fulham",BikePoint,51.476885,-0.215895
BikePoints_616,"Aintree Street, Fulham",BikePoint,51.481021,-0.209973
BikePoints_617,"Elysium Place, Fulham",BikePoint,51.471079,-0.207842
BikePoints_618,"Eel Brook Common, Walham Green",BikePoint,51.476259,-0.193254
BikePoints_619,"Irene Road, Parsons Green",BikePoint,51.473763,-0.19701
BikePoints_620,"Surrey Lane, Battersea",BikePoint,51.47518,-0.16716
BikePoints_621,"Wandsworth Town Station, Wandsworth",BikePoint,51.460864,-0.187427
BikePoints_622,"Lansdowne Road, Ladbroke Grove",BikePoint,51.507481,-0.205535
BikePoints_623,"Nantes Close, Wandsworth",BikePoint,51.46193,-0.180791
BikePoints_624,"Courland Grove, Wandsworth Road",BikePoint,51.472918,-0.132102
BikePoints_625,"Queen's Circus, Battersea Park",BikePoint,51.477619,-0.149551
BikePoints_626,"Normand Park, West Kensington",BikePoint,51.484386,-0.204815
BikePoints_627,"Holden Street, Battersea",BikePoint,51.46879,-0.15823
BikePoints_628,"William Morris Way, Sands End",BikePoint,51.468819,-0.184318
BikePoints_629,"Morie Street, Wandsworth",BikePoint,51.459953,-0.190184
BikePoints_630,"Clarence Walk, Stockwell",BikePoint,51.470732,-0.126994
BikePoints_631,"Battersea Park Road, Nine Elms",BikePoint,51.479501,-0.14177
BikePoints_632,"Sheepcote Lane, Battersea",BikePoint,51.470538,-0.163041
BikePoints_633,"Vereker Road, West Kensington",BikePoint,51.489591,-0.209378
BikePoints_634,"Brook Green South, Brook Green",BikePoint,51.494347,-0.215804
BikePoints_635,"Greyhound Road, Hammersmith",BikePoint,51.486062,-0.214428
BikePoints_636,"South Park, Sands End",BikePoint,51.467064,-0.193502
BikePoints_637,"Spencer Park, Wandsworth Common",BikePoint,51.45787,-0.174691
BikePoints_638,"Falcon Road, Clapham Junction",BikePoint,51.466633,-0.169821
BikePoints_640,"Silverthorne Road, Battersea",BikePoint,51.472865,-0.148059
BikePoints_641,"Archbishop's Park, Waterloo",BikePoint,51.498241,-0.117495
BikePoints_643,"All Saints' Road, Portobello",BikePoint,51.519042,-0.204764
BikePoints_644,"Rainville Road, Hammersmith",BikePoint,51.483732,-0.223852
BikePoints_645,"Great Suffolk Street, The Borough",BikePoint,51.501732,-0.100292
BikePoints_646,"Buckingham Gate, Westminster",BikePoint,51.498865,-0.137424
BikePoints_647,"Richmond Way, Shepherd's Bush",BikePoint,51.500353,-0.217515
BikePoints_648,"Peterborough Road, Sands End",BikePoint,51.46904,-0.196274
BikePoints_649,"World's End Place, West Chelsea",BikePoint,51.481805,-0.180274
BikePoints_650,"St. Mark's Road, North Kensington",BikePoint,51.51687,-0.213872
BikePoints_651,"Thorndike Close, West Chelsea",BikePoint,51.480898,-0.183853
BikePoints_652,"Evesham Street, Avondale",BikePoint,51.511486,-0.21819
BikePoints_653,"Simpson Street, Clapham Junction",BikePoint,51.470847,-0.170703
BikePoints_654,"Ashmole Estate, Oval",BikePoint,51.482678,-0.117661
BikePoints_655,"Crabtree Lane, Fulham",BikePoint,51.482944,-0.219346
BikePoints_656,"Broomhouse Lane, Parsons Green",BikePoint,51.468418,-0.199135
BikePoints_658,"Ethelburga Estate, Battersea Park",BikePoint,51.477292,-0.164786
BikePoints_659,"Blackfriars Station, St. Paul's",BikePoint,51.511934,-0.103078
BikePoints_660,"West Kensington Station, West Kensington",BikePoint,51.49087,-0.206029
BikePoints_661,"All Saints Church, Portobello",BikePoint,51.51632,-0.202608
BikePoints_662,"Phene Street, Chelsea",BikePoint,51.484984,-0.167919
BikePoints_663,"Clarendon Road, Avondale",BikePoint,51.51323,-0.211593
BikePoints_664,"Austin Road, Battersea Park",BikePoint,51.474376,-0.155442
BikePoints_665,"Smugglers Way, Wandsworth",BikePoint,51.461083,-0.191722
BikePoints_666,"Harris Academy, Bermondsey",BikePoint,51.492668,-0.07235
BikePoints_667,"Shepherd's Bush Road North, Shepherd's Bush",BikePoint,51.501594,-0.222293
BikePoints_668,"Ravenscourt Park Station, Hammersmith",BikePoint,51.494223,-0.236769
BikePoints_669,"Teversham Lane, Stockwell",BikePoint,51.476149,-0.123258
BikePoints_670,"Ashley Crescent, Battersea",BikePoint,51.467185,-0.152248
BikePoints_671,"Parsons Green Station, Parsons Green",BikePoint,51.475089,-0.201968
BikePoints_672,"Chicheley Street, South Bank",BikePoint,51.502698,-0.116747
BikePoints_674,"Carnegie Street, King's Cross",BikePoint,51.535467,-0.116191
BikePoints_675,"Usk Road, Clapham Junction",BikePoint,51.463489,-0.182126
BikePoints_676,"Hartington Road, Stockwell",BikePoint,51.47787,-0.126874
BikePoints_677,"Heath Road, Battersea",BikePoint,51.468669,-0.146544
BikePoints_678,"Esmond Street, Putney",BikePoint,51.462312,-0.211468
BikePoints_679,"Orbel Street, Battersea",BikePoint,51.474535,-0.17021
BikePoints_680,"Westbridge Road, Battersea",BikePoint,51.477684,-0.170329
BikePoints_681,"Bishop's Avenue, Fulham",BikePoint,51.473036,-0.214749
BikePoints_682,"Crisp Road, Hammersmith",BikePoint,51.488108,-0.226606
BikePoints_683,"Dorothy Road, Clapham Junction",BikePoint,51.465064,-0.16375
BikePoints_684,"Neville Gill Close, Wandsworth",BikePoint,51.454752,-0.195197
BikePoints_685,"Osiers Road, Wandsworth",BikePoint,51.46067,-0.198735
BikePoints_686,"Beryl Road, Hammersmith",BikePoint,51.488144,-0.222456
BikePoints_687,"Clements Road, Bermondsey",BikePoint,51.4954,-0.061698
BikePoints_688,"Northfields, Wandsworth",BikePoint,51.460951,-0.200667
BikePoints_689,"Spanish Road, Clapham Junction",BikePoint,51.459225,-0.180884
BikePoints_690,"Stanley Grove, Battersea",BikePoint,51.470475,-0.15213
BikePoints_691,"Erin Close, Walham Green",BikePoint,51.479463,-0.195777
BikePoints_692,"Cadogan Close, Victoria Park",BikePoint,51.542118,-0.028941
BikePoints_693,"Felsham Road, Putney",BikePoint,51.464786,-0.215618
BikePoints_694,"Putney Rail Station, Putney",BikePoint,51.460717,-0.216526
BikePoints_695,"Islington Green, Angel",BikePoint,51.536384,-0.102757
BikePoints_696,"Charing Cross Hospital, Hammersmith",BikePoint,51.487285,-0.217995
BikePoints_697,"Charlotte Terrace, Angel",BikePoint,51.536392,-0.112721
BikePoints_698,"Shoreditch Court, Haggerston",BikePoint,51.539083,-0.070329
BikePoints_699,"Belford House, Haggerston",BikePoint,51.536654,-0.07023
BikePoints_700,"Battersea Church Road, Battersea",BikePoint,51.476964,-0.174347
BikePoints_701,"Vicarage Crescent, Battersea",BikePoint,51.472876,-0.176267
BikePoints_702,"Durant Street, Bethnal Green",BikePoint,51.528681,-0.06555
BikePoints_703,"St. Bride Street, Holborn",BikePoint,51.515059,-0.105344
BikePoints_704,"Mexfield Road, East Putney",BikePoint,51.45682,-0.202802
BikePoints_705,"Upper Richmond Road, Putney",BikePoint,51.459715,-0.212145
BikePoints_706,"Snowsfields, London Bridge",BikePoint,51.502153,-0.083632
BikePoints_707,"Barons Court Station, West Kensington",BikePoint,51.490217,-0.215087
BikePoints_708,"Disraeli Road, Putney",BikePoint,51.46161,-0.216145
BikePoints_709,"Montserrat Road , Putney",BikePoint,51.463211,-0.21555
BikePoints_710,"Albert Bridge Road, Battersea Park",BikePoint,51.474392,-0.163347
BikePoints_711,"Everington Street, Fulham",BikePoint,51.483356,-0.216305
BikePoints_712,"Mile End Stadium, Mile End",BikePoint,51.518541,-0.034903
BikePoints_713,"Hawley Crescent, Camden Town",BikePoint,51.541007,-0.14326
BikePoints_714,"Stewart's Road, Wandsworth Road",BikePoint,51.473116,-0.137235
BikePoints_715,"Aylward Street, Stepney",BikePoint,51.51563,-0.049067
BikePoints_716,"Stainsby Road , Poplar",BikePoint,51.515427,-0.023565
BikePoints_717,"Dunston Road , Haggerston",BikePoint,51.536585,-0.075885
BikePoints_718,"Ada Street, Hackney Central",BikePoint,51.535716,-0.060291
BikePoints_719,"Victoria Park Road, Hackney Central",BikePoint,51.536424,-0.054162
BikePoints_720,"Star Road, West Kensington",BikePoint,51.487244,-0.205279
BikePoints_721,"Wendon Street, Old Ford",BikePoint,51.536039,-0.026262
BikePoints_722,"Finnis Street, Bethnal Green",BikePoint,51.524583,-0.058631
BikePoints_723,"Stephendale Road, Sands End",BikePoint,51.46822,-0.190346
BikePoints_724,"Alma Road, Wandsworth",BikePoint,51.457991,-0.184806
BikePoints_725,"Walworth Square, Walworth",BikePoint,51.491327,-0.096518
BikePoints_726,"Alfreda Street, Battersea Park",BikePoint,51.47505,-0.150908
BikePoints_727,"Chesilton Road, Fulham",BikePoint,51.475698,-0.205876
BikePoints_728,"Putney Bridge Road, East Putney",BikePoint,51.461999,-0.20624
BikePoints_729,"St. Peter's Terrace, Fulham",BikePoint,51.478939,-0.208485
BikePoints_730,"Bridge Avenue, Hammersmith",BikePoint,51.492084,-0.229116
BikePoints_731,"Michael Road, Walham Green",BikePoint,51.477276,-0.18921
BikePoints_732,"Duke Street Hill, London Bridge",BikePoint,51.506304,-0.087262
BikePoints_733,"Park Lane, Mayfair",BikePoint,51.505426,-0.150817
BikePoints_734,"Plough Terrace, Clapham Junction",BikePoint,51.462305,-0.175407
BikePoints_735,"Grant Road East, Clapham Junction",BikePoint,51.464894,-0.173029
BikePoints_736,"Queensdale Road, Shepherd's Bush",BikePoint,51.50659,-0.216104
BikePoints_737,"Fulham Broadway, Walham Green",BikePoint,51.479932,-0.194116
BikePoints_738,"Imperial Road, Sands End",BikePoint,51.475142,-0.187278
BikePoints_739,"Hortensia Road, West Brompton",BikePoint,51.481765,-0.185273
BikePoints_740,"Sirdar Road, Avondale",BikePoint,51.510928,-0.214594
BikePoints_741,"Freston Road, Avondale",BikePoint,51.512981,-0.219486
BikePoints_742,"Blenheim Crescent, Ladbroke Grove",BikePoint,51.515108,-0.208565
BikePoints_743,"Oxford Road, Putney",BikePoint,51.460792,-0.212607
BikePoints_744,"Ingrave Street, Clapham Junction",BikePoint,51.467454,-0.172293
BikePoints_745,"Upcerne Road, West Chelsea",BikePoint,51.478169,-0.182435
BikePoints_746,"Lots Road, West Chelsea",BikePoint,51.479573,-0.179038
BikePoints_747,"Ormonde Gate, Chelsea",BikePoint,51.487964,-0.161765
BikePoints_748,"Hertford Road, De Beauvoir Town",BikePoint,51.537277,-0.079201
BikePoints_749,"Haggerston Road, Haggerston",BikePoint,51.539328,-0.074284
BikePoints_750,"Culvert Road, Battersea",BikePoint,51.471095,-0.15785
BikePoints_751,"Newton Street, Covent Garden",BikePoint,51.516128,-0.120909
BikePoints_752,"London Street, Paddington",BikePoint,51.515117,-0.173712
BikePoints_753,"Clapham South, Clapham South",BikePoint,51.452997,-0.148651
