linea_id,linea_nombre,orden,parada
184,Madrid (Plaza de Castilla) - El Casar,4,AV.BURGOS-C.C.SANCHINARRO
184,Madrid (Plaza de Castilla) - El Casar,5,AV.BURGOS-DOMINICOS
184,Madrid (Plaza de Castilla) - El Casar,6,CTRA.A1-CUESTA BLANCA
184,Madrid (Plaza de Castilla) - El Casar,7,CTRA.M100-CºVIEJO DE BARAJAS
184,Madrid (Plaza de Castilla) - El Casar,8,CTRA.M100-EL CASETÓN
184,Madrid (Plaza de Castilla) - El Casar,9,CTRA.M106-POL.IND.RÍO DE JANEIRO
184,Madrid (Plaza de Castilla) - El Casar,10,CTRA.M106-POL.IND.LA GARZA
184,Madrid (Plaza de Castilla) - El Casar,11,CTRA.M106-POL.IND.EL NOGAL
184,Madrid (Plaza de Castilla) - El Casar,12,SANTA TERESA DE JESÚS-J.RAMÓN JIMENEZ
184,Madrid (Plaza de Castilla) - El Casar,13,SANTA TERESA DE JESÚS-CASA DE NIÑOS
184,Madrid (Plaza de Castilla) - El Casar,14,ALGETE-CTRA.ALALPARDO
184,Madrid (Plaza de Castilla) - El Casar,15,CTRA.TORRELAGUNA-LAS CLARISAS
184,Madrid (Plaza de Castilla) - El Casar,16,CTRA.M117-URB.LOS MANANTIALES
184,Madrid (Plaza de Castilla) - El Casar,17,CTRA.M117-EL CHAPARRO
184,Madrid (Plaza de Castilla) - El Casar,18,CTRA.M117-URB.EL JUNCAL
184,Madrid (Plaza de Castilla) - El Casar,19,CTRA.M117-URB.LA CUEVA
184,Madrid (Plaza de Castilla) - El Casar,20,AV.LOS ARENALES-URB.EL COTO
184,Madrid (Plaza de Castilla) - El Casar,21,AV.VALDETORRES-ISLAS VIRGENES
184,Madrid (Plaza de Castilla) - El Casar,22,AV.VALDETORRES-AV.MEDITERRÁNEO
184,Madrid (Plaza de Castilla) - El Casar,23,AV.VALDETORRES-MADRID
184,Madrid (Plaza de Castilla) - El Casar,24,AV.VALDETORRES-PARIS
184,Madrid (Plaza de Castilla) - El Casar,25,SAN ROQUE-CTRA.FUENTELSAZ
184,Madrid (Plaza de Castilla) - El Casar,26,LA UNIÓN-JUAN CARLOS I
185,Madrid (Plaza de Castilla) - Nuevo Algete,1,INTERCAMBIADOR DE PLAZA CASTILLA
185,Madrid (Plaza de Castilla) - Nuevo Algete,2,Pº CASTELLANA-HOSPITAL LA PAZ
185,Madrid (Plaza de Castilla) - Nuevo Algete,3,AV.BURGOS-FCO.PI Y MARGALL
185,Madrid (Plaza de Castilla) - Nuevo Algete,4,AV.BURGOS-C.C.SANCHINARRO
185,Madrid (Plaza de Castilla) - Nuevo Algete,5,AV.BURGOS-DOMINICOS
185,Madrid (Plaza de Castilla) - Nuevo Algete,6,CTRA.A1-CUESTA BLANCA
185,Madrid (Plaza de Castilla) - Nuevo Algete,7,CTRA.ANTIGUA DE BURGOS-C.C.ALEGRA
185,Madrid (Plaza de Castilla) - Nuevo Algete,8,CTRA.ANTIGUA DE BURGOS-LA GRANJILLA
185,Madrid (Plaza de Castilla) - Nuevo Algete,9,CTRA.ANTIGUA DE BURGOS-CARAVANAS
185,Madrid (Plaza de Castilla) - Nuevo Algete,10,CTRA.M100-CºVIEJO DE BARAJAS
185,Madrid (Plaza de Castilla) - Nuevo Algete,11,CTRA.M100-EL CASETÓN
185,Madrid (Plaza de Castilla) - Nuevo Algete,12,CTRA.M103-URB.MIRADOR DE COBEÑA
185,Madrid (Plaza de Castilla) - Nuevo Algete,13,OLIVO-CLÍNICA MUNICIPAL
185,Madrid (Plaza de Castilla) - Nuevo Algete,14,CTRA.M118-CAMINO DE LA DEHESA
185,Madrid (Plaza de Castilla) - Nuevo Algete,15,CTRA.M103-POLIDEPORTIVO
185,Madrid (Plaza de Castilla) - Nuevo Algete,16,MAYOR-SAN JUAN DE LA CRUZ
185,Madrid (Plaza de Castilla) - Nuevo Algete,17,PALOMARES-PARQUE LOS OLIVOS
185,Madrid (Plaza de Castilla) - Nuevo Algete,18,OLIVOS-MARÍA AMOR
185,Madrid (Plaza de Castilla) - Nuevo Algete,19,VALDEAMOR-PZA.POETAS
191,Madrid (Plaza de Castilla) - Buitrago,1,INTERCAMBIADOR DE PLAZA CASTILLA
191,Madrid (Plaza de Castilla) - Buitrago,2,Pº CASTELLANA-HOSPITAL LA PAZ
191,Madrid (Plaza de Castilla) - Buitrago,3,AV.OLÍMPICA-PABELLÓN DEPORTIVO
191,Madrid (Plaza de Castilla) - Buitrago,4,PºEUROPA-AV.JUNCAL
191,Madrid (Plaza de Castilla) - Buitrago,5,PºEUROPA-MARÍA SANTOS COLMENAR
191,Madrid (Plaza de Castilla) - Buitrago,6,PºEUROPA-AV.MONTES DE OCA
191,Madrid (Plaza de Castilla) - Buitrago,7,PºEUROPA-GTA.ANTONIO GAUDÍ
191,Madrid (Plaza de Castilla) - Buitrago,8,PºEUROPA-HOSPITAL INFANTA SOFÍA
191,Madrid (Plaza de Castilla) - Buitrago,9,CTRA.ANTIGUA DE BURGOS-C.C.ALEGRA
191,Madrid (Plaza de Castilla) - Buitrago,10,CTRA.A1-URB.FUENTE EL FRESNO
191,Madrid (Plaza de Castilla) - Buitrago,11,CTRA.A1-CIRCUITO DEL JARAMA
191,Madrid (Plaza de Castilla) - Buitrago,12,CTRA.A1-URB.CIUDALCAMPO
191,Madrid (Plaza de Castilla) - Buitrago,13,CTRA.A1-URB.VALDELAGUA
191,Madrid (Plaza de Castilla) - Buitrago,14,CTRA.A1-LA LOBERA
191,Madrid (Plaza de Castilla) - Buitrago,15,CTRA.A1-POL.IND.SUR SAN AGUSTÍN
191,Madrid (Plaza de Castilla) - Buitrago,16,CTRA.A1-SALGUERILLA
191,Madrid (Plaza de Castilla) - Buitrago,17,AV.MADRID-RESIDENCIAL GUADALIX
191,Madrid (Plaza de Castilla) - Buitrago,18,AV.MADRID-PARQUE PRÍNCIPE FELIPE
191,Madrid (Plaza de Castilla) - Buitrago,19,AV.MADRID-AV.ALCALDE LORENZO GINÉS
191,Madrid (Plaza de Castilla) - Buitrago,20,AV.MADRID-POL.IND.NORTE SAN AGUSTÍN
191,Madrid (Plaza de Castilla) - Buitrago,21,CTRA.A1-CºVIEJO DE FRANCIA
191,Madrid (Plaza de Castilla) - Buitrago,22,PZA.MAYOR-AYUNTAMIENTO
191,Madrid (Plaza de Castilla) - Buitrago,23,AV.ESPAÑA-ALMIRANTE MARTEL
191,Madrid (Plaza de Castilla) - Buitrago,24,CTRA.A1-CRUCE EL VELLÓN
191,Madrid (Plaza de Castilla) - Buitrago,25,VENTURADA-CTRA.IRÚN
191,Madrid (Plaza de Castilla) - Buitrago,26,VENTURADA-URB.TOLLE LEGE
191,Madrid (Plaza de Castilla) - Buitrago,27,CABANILLAS DE LA SIERRA-LOS BARRANCOS
191,Madrid (Plaza de Castilla) - Buitrago,28,CABANILLAS DE LA SIERRA-REAL
191,Madrid (Plaza de Castilla) - Buitrago,29,CABANILLAS DE LA S.-CTRA.ANTIGUA N1
191,Madrid (Plaza de Castilla) - Buitrago,30,AV.LA CABRERA-CTRA.VALDEMANCO
191,Madrid (Plaza de Castilla) - Buitrago,31,AV.LA CABRERA-LUIS FDEZ.UROSA
191,Madrid (Plaza de Castilla) - Buitrago,32,AV.LA CABRERA-PICO DE LA MIEL
191,Madrid (Plaza de Castilla) - Buitrago,33,AV.LA CABRERA-RESIDENCIA
191,Madrid (Plaza de Castilla) - Buitrago,34,CTRA.TORRELAGUNA-GUARDIA CIVIL
191,Madrid (Plaza de Castilla) - Buitrago,35,AV.MADRID-AYUNTAMIENTO
191,Madrid (Plaza de Castilla) - Buitrago,36,AV.MADRID-URB.LOS TERREROS
191,Madrid (Plaza de Castilla) - Buitrago,37,PRADOS QUEMADOS-CTRA.ESTACIÓN
191,Madrid (Plaza de Castilla) - Buitrago,38,AV.MADRID-CTRA.MANJIRÓN
191,Madrid (Plaza de Castilla) - Buitrago,39,AV.MADRID-CENTRO DE ESTUDIOS
191,Madrid (Plaza de Castilla) - Buitrago,40,AV.MADRID-REAL
191A,Buitrago - Braojos,1,AV.MADRID-REAL
191A,Buitrago - Braojos,2,CTRA.M634-URB.CHAPARRITAS
191A,Buitrago - Braojos,3,VILLAVIEJA DEL LOZOYA-CTRA.SIERRA
191A,Buitrago - Braojos,4,CTRA.M634-URB.CHAPARRITAS
191A,Buitrago - Braojos,5,GASCONES-PZA.CONSTITUCIÓN
191A,Buitrago - Braojos,6,LA SERNA DEL MONTE-PZA.IGLESIA
191A,Buitrago - Braojos,7,BRAOJOS-CLLON.DE LOS PERROS
191B,Buitrago - Somosierra,1,AV.MADRID-REAL
191B,Buitrago - Somosierra,2,PIÑUÉCAR-PZA.MAYOR
191B,Buitrago - Somosierra,3,MADARCOS-TRVA.SAN MATEO
191B,Buitrago - Somosierra,4,HORCAJO DE LA SIERRA-CARRETAS
191B,Buitrago - Somosierra,5,CTRA.M136-EL LOMO
191B,Buitrago - Somosierra,6,AOSLOS-REAL
191B,Buitrago - Somosierra,7,CTRA.M978-ROYUELO
191B,Buitrago - Somosierra,8,LA ACEBEDA-PZA. PLAZUELA
191B,Buitrago - Somosierra,9,CTRA.M978-ROYUELO
191B,Buitrago - Somosierra,10,ROBREGORDO-BALAGARES
191B,Buitrago - Somosierra,11,ROBREGORDO-ERAS
191B,Buitrago - Somosierra,12,SOMOSIERRA-CTRA.IRÚN
191C,Buitrago - Montejo de la Sierra,1,AV.MADRID-REAL
191C,Buitrago - Montejo de la Sierra,2,GANDULLAS-PZA.SIERRA
191C,Buitrago - Montejo de la Sierra,3,CTRA.M137-PRÁDENA DEL RINCÓN
191C,Buitrago - Montejo de la Sierra,4,CTRA.M141-HORCAJUELO DE LA SIERRA
191C,Buitrago - Montejo de la Sierra,5,MONTEJO DE LA SIERRA-COLEGIO
191C,Buitrago - Montejo de la Sierra,6,MONTEJO DE LA SIERRA-PZA.FUENTE
191D,Buitrago - Robledillo de la Jara,1,AV.MADRID-REAL
191D,Buitrago - Robledillo de la Jara,2,AV.MADRID-CENTRO DE ESTUDIOS
191D,Buitrago - Robledillo de la Jara,3,CTRA.MANJIRÓN-AV.MADRID
191D,Buitrago - Robledillo de la Jara,4,MANJIRÓN-IGLESIA
191D,Buitrago - Robledillo de la Jara,5,MANJIRÓN-CERRADILLA
191D,Buitrago - Robledillo de la Jara,6,CTRA.M127-PAREDES DE BUITRAGO
191D,Buitrago - Robledillo de la Jara,7,CTRA.M127-SERRADA DE LA FUENTE
191D,Buitrago - Robledillo de la Jara,8,BERZOSA DE LOZOYA-PARQUE
191D,Buitrago - Robledillo de la Jara,9,BERZOSA DE LOZOYA-REAL
191D,Buitrago - Robledillo de la Jara,10,ROBLEDILLO DE LA JARA-ERAS
191D,Buitrago - Robledillo de la Jara,11,ROBLEDILLO DE LA JARA-IGLESIA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,1,INTERCAMBIADOR DE PLAZA CASTILLA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,2,Pº CASTELLANA-HOSPITAL LA PAZ
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,3,AV.OLÍMPICA-PABELLÓN DEPORTIVO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,4,PºEUROPA-AV.JUNCAL
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,5,PºEUROPA-MARÍA SANTOS COLMENAR
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,6,PºEUROPA-AV.MONTES DE OCA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,7,PºEUROPA-GTA.ANTONIO GAUDÍ
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,8,PºEUROPA-HOSPITAL INFANTA SOFÍA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,9,CTRA.ANTIGUA DE BURGOS-C.C.ALEGRA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,10,CTRA.A1-URB.FUENTE EL FRESNO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,11,CTRA.A1-CIRCUITO DEL JARAMA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,12,CTRA.A1-URB.CIUDALCAMPO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,13,CTRA.A1-URB.VALDELAGUA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,14,CTRA.A1-LA LOBERA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,15,CTRA.A1-POL.IND.SUR SAN AGUSTÍN
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,16,CTRA.A1-SALGUERILLA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,17,AV.MADRID-RESIDENCIAL GUADALIX
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,18,AV.MADRID-PARQUE PRÍNCIPE FELIPE
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,19,AV.MADRID-AV.ALCALDE LORENZO GINÉS
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,20,AV.MADRID-POL.IND.NORTE SAN AGUSTÍN
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,21,CTRA.A1-CºVIEJO DE FRANCIA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,22,PZA.MAYOR-AYUNTAMIENTO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,23,AV.ESPAÑA-ALMIRANTE MARTEL
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,24,ROSALEDA-NARDOS
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,25,ROSALEDA-URB.VISTASIERRA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,26,PºERMITA-ERAS DEL CABRERO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,27,ERAS-AV.MADRID
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,28,SAN ROQUE-ESCUELA DE HOSTELERÍA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,29,CERRO DE SAN PEDRO-ESCUELA DE HOSTELERÍA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,30,ERAS-AV.MADRID
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,31,PºERMITA-PRADO CONCEJO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,32,CTRA.A1-CRUCE EL VELLÓN
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,33,CTRA.M122-EL CAMPILLO
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,34,CTRA.M122-LOS MELONARES
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,35,CTRA.M122-HACILLA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,36,EL VELLÓN-PZA.IGLESIA
193,Madrid (Plaza de Castilla) - Pedrezuela - El Vellón,37,EL VELLÓN-LA MINA
193A,El Molar - Cotos de Monterrey - Venturada,1,FUENTE-ÁLAMO
193A,El Molar - Cotos de Monterrey - Venturada,2,PZA.MAYOR-FUENTE
193A,El Molar - Cotos de Monterrey - Venturada,3,AV.ESPAÑA-ALMIRANTE MARTEL
193A,El Molar - Cotos de Monterrey - Venturada,4,CTRA.A1-CRUCE EL VELLÓN
193A,El Molar - Cotos de Monterrey - Venturada,5,CTRA.A1-CRUCE COTOS DE MONTERREY
193A,El Molar - Cotos de Monterrey - Venturada,6,AV.MONTERREY-PUERTO DE CANENCIA
193A,El Molar - Cotos de Monterrey - Venturada,7,AV.MONTERREY-AV.GUADARRAMA
193A,El Molar - Cotos de Monterrey - Venturada,8,AV.MONTERREY-PUERTO DE CANENCIA
193A,El Molar - Cotos de Monterrey - Venturada,9,VENTURADA-CTRA.IRÚN
194A,Buitrago - Lozoyuela - Rascafría,1,AV.MADRID-REAL
194A,Buitrago - Lozoyuela - Rascafría,2,AV.MADRID-CENTRO DE ESTUDIOS
194A,Buitrago - Lozoyuela - Rascafría,3,AV.MADRID-CTRA.MANJIRÓN
194A,Buitrago - Lozoyuela - Rascafría,4,CTRA.TORRELAGUNA-GUARDIA CIVIL
194A,Buitrago - Lozoyuela - Rascafría,5,AV.MADRID-AYUNTAMIENTO
194A,Buitrago - Lozoyuela - Rascafría,6,AV.MADRID-URB.LOS TERREROS
194A,Buitrago - Lozoyuela - Rascafría,7,PRADOS QUEMADOS-CTRA.ESTACIÓN
194A,Buitrago - Lozoyuela - Rascafría,8,CTRA.M604-EL CUADRÓN
194A,Buitrago - Lozoyuela - Rascafría,9,CTRA.M969-CRUCE GARGANTA
194A,Buitrago - Lozoyuela - Rascafría,10,CTRA.M969-PRADOS REDONDOS
194A,Buitrago - Lozoyuela - Rascafría,11,GARGANTA DE LOS MONTES-SAN ISIDRO
194A,Buitrago - Lozoyuela - Rascafría,12,CTRA.M969-PRADOS REDONDOS
194A,Buitrago - Lozoyuela - Rascafría,13,CTRA.M969-CRUCE GARGANTA
194A,Buitrago - Lozoyuela - Rascafría,14,CTRA.M604-CRUCE CANENCIA
194A,Buitrago - Lozoyuela - Rascafría,15,CTRA.M604-URB.EL TOMILLAR
194A,Buitrago - Lozoyuela - Rascafría,16,CTRA.M604-CRUCE GARGANTILLA
194A,Buitrago - Lozoyuela - Rascafría,17,CTRA.M604-LOZOYA
194A,Buitrago - Lozoyuela - Rascafría,18,PINILLA DEL VALLE-COLEGIO
194A,Buitrago - Lozoyuela - Rascafría,19,PINILLA DEL VALLE-AYUNTAMIENTO
194A,Buitrago - Lozoyuela - Rascafría,20,PINILLA DEL VALLE-COLEGIO
194A,Buitrago - Lozoyuela - Rascafría,21,ALAMEDA DEL VALLE-GRANDE
194A,Buitrago - Lozoyuela - Rascafría,22,ALAMEDA DEL VALLE-AYUNTAMIENTO
194A,Buitrago - Lozoyuela - Rascafría,23,ALAMEDA DEL VALLE-GRANDE
194A,Buitrago - Lozoyuela - Rascafría,24,REAL-OTERUELO DEL VALLE
194A,Buitrago - Lozoyuela - Rascafría,25,RASCAFRÍA-AV.VALLE
194A,Buitrago - Lozoyuela - Rascafría,26,RASCAFRÍA-AV.PAULAR
195,Madrid (Plaza de Castilla) - Braojos,1,INTERCAMBIADOR DE PLAZA CASTILLA
195,Madrid (Plaza de Castilla) - Braojos,2,Pº CASTELLANA-HOSPITAL LA PAZ
195,Madrid (Plaza de Castilla) - Braojos,3,AV.OLÍMPICA-PABELLÓN DEPORTIVO
195,Madrid (Plaza de Castilla) - Braojos,4,PºEUROPA-AV.JUNCAL
195,Madrid (Plaza de Castilla) - Braojos,5,PºEUROPA-MARÍA SANTOS COLMENAR
195,Madrid (Plaza de Castilla) - Braojos,6,PºEUROPA-AV.MONTES DE OCA
195,Madrid (Plaza de Castilla) - Braojos,7,PºEUROPA-GTA.ANTONIO GAUDÍ
195,Madrid (Plaza de Castilla) - Braojos,8,PºEUROPA-HOSPITAL INFANTA SOFÍA
195,Madrid (Plaza de Castilla) - Braojos,9,CTRA.ANTIGUA DE BURGOS-C.C.ALEGRA
195,Madrid (Plaza de Castilla) - Braojos,10,CTRA.A1-URB.FUENTE EL FRESNO
195,Madrid (Plaza de Castilla) - Braojos,11,CTRA.A1-CIRCUITO DEL JARAMA
195,Madrid (Plaza de Castilla) - Braojos,12,CTRA.A1-URB.CIUDALCAMPO
195,Madrid (Plaza de Castilla) - Braojos,13,CTRA.A1-URB.VALDELAGUA
195,Madrid (Plaza de Castilla) - Braojos,14,CTRA.A1-LA LOBERA
195,Madrid (Plaza de Castilla) - Braojos,15,CTRA.A1-POL.IND.SUR SAN AGUSTÍN
195,Madrid (Plaza de Castilla) - Braojos,16,CTRA.A1-SALGUERILLA
195,Madrid (Plaza de Castilla) - Braojos,17,AV.MADRID-RESIDENCIAL GUADALIX
195,Madrid (Plaza de Castilla) - Braojos,18,AV.MADRID-PARQUE PRÍNCIPE FELIPE
195,Madrid (Plaza de Castilla) - Braojos,19,AV.MADRID-AV.ALCALDE LORENZO GINÉS
195,Madrid (Plaza de Castilla) - Braojos,20,AV.MADRID-POL.IND.NORTE SAN AGUSTÍN
195,Madrid (Plaza de Castilla) - Braojos,21,CTRA.A1-CºVIEJO DE FRANCIA
195,Madrid (Plaza de Castilla) - Braojos,22,PZA.MAYOR-AYUNTAMIENTO
195,Madrid (Plaza de Castilla) - Braojos,23,AV.ESPAÑA-ALMIRANTE MARTEL
195,Madrid (Plaza de Castilla) - Braojos,24,CTRA.A1-CRUCE EL VELLÓN
195,Madrid (Plaza de Castilla) - Braojos,25,VENTURADA-CTRA.IRÚN
195,Madrid (Plaza de Castilla) - Braojos,26,VENTURADA-URB.TOLLE LEGE
195,Madrid (Plaza de Castilla) - Braojos,27,CABANILLAS DE LA SIERRA-LOS BARRANCOS
195,Madrid (Plaza de Castilla) - Braojos,28,CABANILLAS DE LA SIERRA-REAL
195,Madrid (Plaza de Castilla) - Braojos,29,CABANILLAS DE LA S.-CTRA.ANTIGUA N1
195,Madrid (Plaza de Castilla) - Braojos,30,AV.LA CABRERA-CTRA.VALDEMANCO
195,Madrid (Plaza de Castilla) - Braojos,31,AV.LA CABRERA-LUIS FDEZ.UROSA
195,Madrid (Plaza de Castilla) - Braojos,32,AV.LA CABRERA-PICO DE LA MIEL
195,Madrid (Plaza de Castilla) - Braojos,33,AV.LA CABRERA-RESIDENCIA
195,Madrid (Plaza de Castilla) - Braojos,34,CTRA.TORRELAGUNA-GUARDIA CIVIL
195,Madrid (Plaza de Castilla) - Braojos,35,AV.MADRID-AYUNTAMIENTO
195,Madrid (Plaza de Castilla) - Braojos,36,AV.MADRID-URB.LOS TERREROS
195,Madrid (Plaza de Castilla) - Braojos,37,PRADOS QUEMADOS-CTRA.ESTACIÓN
195,Madrid (Plaza de Castilla) - Braojos,38,CTRA.M604-EL CUADRÓN
195,Madrid (Plaza de Castilla) - Braojos,39,CTRA.M604-CRUCE GARGANTA
195,Madrid (Plaza de Castilla) - Braojos,40,CTRA.M629-CRUCE CANENCIA
195,Madrid (Plaza de Castilla) - Braojos,41,CANENCIA-PZA.CONSTITUCIÓN
195,Madrid (Plaza de Castilla) - Braojos,42,CTRA.M629-CRUCE CANENCIA
195,Madrid (Plaza de Castilla) - Braojos,43,CTRA.M604-URB.EL TOMILLAR
195,Madrid (Plaza de Castilla) - Braojos,44,CTRA.M634-CRUCE GARGANTILLA
195,Madrid (Plaza de Castilla) - Braojos,45,CTRA.M634-URB.LA DEHESA
195,Madrid (Plaza de Castilla) - Braojos,46,GARGANTILLA DEL LOZOYA-PZA.CARLOS RUIZ
195,Madrid (Plaza de Castilla) - Braojos,47,CTRA.M634-PINILLA DE BUITRAGO
195,Madrid (Plaza de Castilla) - Braojos,48,SAN MAMÉS-CTRA.NAVARREDONDA
195,Madrid (Plaza de Castilla) - Braojos,49,NAVARREDONDA-PZA.CONSTITUCIÓN
195,Madrid (Plaza de Castilla) - Braojos,50,SAN MAMÉS-PZA.CONSTITUCIÓN
195,Madrid (Plaza de Castilla) - Braojos,51,VILLAVIEJA DEL LOZOYA-CTRA.SIERRA
195,Madrid (Plaza de Castilla) - Braojos,52,CTRA.M634-URB.CHAPARRITAS
195,Madrid (Plaza de Castilla) - Braojos,53,GASCONES-PZA.CONSTITUCIÓN
195,Madrid (Plaza de Castilla) - Braojos,54,LA SERNA DEL MONTE-PZA.IGLESIA
195,Madrid (Plaza de Castilla) - Braojos,55,BRAOJOS-CLLON.DE LOS PERROS
