ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
3410,2,ARGANZUELA,"AUTOV. M-30, 14NL48",,,14NL48,
3411,6,TETUÁN,CALLE ALBERDI 38,,,38,
3412,17,VILLAVERDE,GTA. BUTARQUE / CTRA. CARABANCHEL A VILLAVERDE,,,3,
3413,2,ARGANZUELA,GTA. EMBAJADORES / RONDA. TOLEDO,,,7,
3414,5,CHAMARTÍN,"PASEO. CASTELLANA, 98",,,98,
3415,13,PUENTE DE VALLECAS,CALL. BOADA / CALL. JOSE PAULETE,,,6,
3416,2,ARGANZUELA,"CALL. JUANA DOÑA, 3",,,3,
3417,6,TETUÁN,CALL. MARQUES DE VIANA / CALL. HIERBABUENA,,,20,
3418,4,SALAMANCA,"PASEO. RECOLETOS, 8",,,8,
3419,4,SALAMANCA,CALL. ARMADA ESPAÑOLA / CALL. SERRANO,,,2,
3420,4,SALAMANCA,"CALL. MARIA DE MOLINA, 64",,,64,
3421,15,CIUDAD LINEAL,"AUTOV. M-30, 32RJ17",,,32RJ17,
3422,3,RETIRO,"CALL. RUIZ DE ALARCON, 4",,,4,
3423,12,USERA,CALL. DOLORES BARRANCO / CALL. PILARICA,,,8,
3424,13,PUENTE DE VALLECAS,CALL. MARUJA GARCIA ROMERO / CALL. BALTASAR SANTOS,,,7,
3425,14,MORATALAZ,AUTOV. M-23 / kilometro 0.6 de entrada a Madrid,,,0,
3426,13,PUENTE DE VALLECAS,AVDA. ALBUFERA / CALL. COCHERON DE LA VILLA,,,323,
3427,15,CIUDAD LINEAL,"AUTOV. M-30, 04XC00",,,04XC00,
3428,12,USERA,CALL. CRISTO DE LA VICTORIA / AVDA. RAFAELA YBARRA,,,101,
3429,15,CIUDAD LINEAL,M-30 CALZADA 2 CENTRAL PK. 5.700,,,05XC07,
3430,15,CIUDAD LINEAL,CALL. ALCALA / CALL. ALCALDE LOPEZ CASERO,,,279,
3431,10,LATINA,"CALL. RAFAEL FINAT, 1",,,1,
3432,8,FUENCARRAL-EL PARDO,AUTOV. M-40 / AUTOV. M-30,,,+05100I,
3433,11,CARABANCHEL,"CALL. AGUACATE, 33",,,33,
3434,9,MONCLOA-ARAVACA,PASEO. MORET / CALL. PRINCESA,,,1,
3435,10,LATINA,"CALL. ESCALONA, 107",,,107,
3436,15,CIUDAD LINEAL,"CALL. ARTURO SORIA, 155",,,155,
3437,7,CHAMBERÍ,CALL. FORTUNY / PASEO. EDUARDO DATO,,,20,
3438,1,CENTRO,"CALL. ALMIRANTE, 18",,,18,
3439,16,HORTALEZA,CALL. SAN PEDRO DE CARDEÑA / CALL. BACARES,,,29,
3440,1,CENTRO,PLAZA. SEGOVIA NUEVA / CALL. TOLEDO,,,1,
3441,2,ARGANZUELA,CALL. MENDEZ ALVARO / PASEO. DELICIAS,,,2,
3442,17,VILLAVERDE,"CALL. SAN JENARO, 20",,,20,
3443,21,BARAJAS,"AEROP. TERMINAL T-2, 0  LLEGADAS, ZONA APARCAMIENTO RADIO TAXI",,,0,
3444,14,MORATALAZ,"CALL. FUENTE CARRANTONA, 57",,,57,
3445,4,SALAMANCA,"CALL. MARIA DE MOLINA, 48",,,48,
3446,15,CIUDAD LINEAL,"CALL. ARTURO SORIA, 152",,,152,
3447,13,PUENTE DE VALLECAS,"CALL. SAN CLAUDIO, 59",,,59,
3448,15,CIUDAD LINEAL,"CALL. ARTURO SORIA, 7",,,7,
3449,17,VILLAVERDE,CALL. PIÑUECAR / CALL. BERZOSA DE LOZOYA,,,37,
3450,17,VILLAVERDE,"AVDA. FELICIDAD, 30",,,30,
3451,5,CHAMARTÍN,PASEO. LA HABANA / CALL. NUESTRA SEÑORA DE LUJAN,,,109,
3452,2,ARGANZUELA,PASEO. ACACIAS / CALL. SORIA,,,8,
3453,10,LATINA,"PASEO. EXTREMADURA, 549",,,549,
3454,10,LATINA,"CALL. FUENTE DEL TIRO, 1",,,1,
3455,9,MONCLOA-ARAVACA,"CUSTA. SAN VICENTE, 14",,,14,
3456,11,CARABANCHEL,CALL. VIA LUSITANA / AVDA. PESETA,,,55,
3457,2,ARGANZUELA,CALL. BOLIVAR / CALL. EMBAJADORES,,,12,
3458,12,USERA,CALL. IBARRA / CALL. ICHASO,,,92,
3459,3,RETIRO,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,,,81B,
3460,13,PUENTE DE VALLECAS,AVDA. BUENOS AIRES / CALL. PEDRO LABORDE,,,1,
3461,5,CHAMARTÍN,"CALL. LEIZARAN, 24",,,24,
3462,10,LATINA,AVDA. LAS AGUILAS / CALL. RAFAEL FINAT,,,1,
3463,6,TETUÁN,CALL. EDGAR NEVILLE / CALL. BASILICA,,,20,
3464,20,SAN BLAS-CANILLEJAS,CALL. AQUITANIA / CALL. BULGARIA,,,19,
3465,5,CHAMARTÍN,CALL. VELAZQUEZ / CALL. JOAQUIN COSTA,,,139,
3466,8,FUENCARRAL-EL PARDO,AVDA. MONFORTE DE LEMOS / AVDA. BETANZOS,,,40,
3467,2,ARGANZUELA,"PASEO. MELANCOLICOS, 69",,,69,
3468,18,VILLA DE VALLECAS,"CALL. LEOPOLDO CALVO SOTELO, 0",,,0,
3469,20,SAN BLAS-CANILLEJAS,CALL. ALBAIDA / CALL. ALBERIQUE,,,1,
3470,20,SAN BLAS-CANILLEJAS,CALL. MANCHESTER / CALL. SOFIA,,,42,
3471,16,HORTALEZA,CALL. ANTONIO FLOREZ / AVDA. MANUEL FRAGA IRIBARNE,,,0,
3472,5,CHAMARTÍN,"CALL. MARIA DE MOLINA, 7",,,7,
3473,2,ARGANZUELA,PLAZA. EMPERADOR CARLOS V / PASEO. PRADO,,,3,
3474,20,SAN BLAS-CANILLEJAS,AVDA. ARCENTALES / AUTOV. M-40,,,2,
3475,4,SALAMANCA,"CALL. ROMA, 14",,,14,
3476,4,SALAMANCA,"CALL. PRINCIPE DE VERGARA, 86",,,86,
3477,5,CHAMARTÍN,"CALL. NUESTRA SEÑORA DE LUJAN, 1",,,1,
3478,18,VILLA DE VALLECAS,CTRA. VILLAVERDE A VALLECAS / CALL. GONZALEZ DAVILA,,,265,
3479,1,CENTRO,CALL. INFANTAS / CALL. MARQUES DE VALDEIGLESIAS,,,44,
3480,3,RETIRO,CALL. PIO BAROJA / PLAZA. DOCTOR LAGUNA,,,4,
3481,1,CENTRO,PASEO. PRADO / PLAZA. EMPERADOR CARLOS V,,,48,
3482,5,CHAMARTÍN,"CALL. AGUSTIN DE FOXA, 31",,,31,
3483,2,ARGANZUELA,AUTOV. M-30 / PASEO. SANTA MARIA DE LA CABEZA,,,14RH00,
3484,13,PUENTE DE VALLECAS,"CALL. LEONESES, 19",,,19,
3485,11,CARABANCHEL,"CALL. CASTRO DE ORO, 59",,,59,
3486,6,TETUÁN,"CALL. SOR ANGELA DE LA CRUZ, 17",,,17,
3487,5,CHAMARTÍN,PASEO. LA HABANA / CALL. MENENDEZ PIDAL,,,187A,
3488,8,FUENCARRAL-EL PARDO,"CALL. PUERTO DE BERMEO, 10",,,10,
3489,11,CARABANCHEL,"CALL. GENERAL RICARDOS, 8",,,8,
3490,6,TETUÁN,CALL. OLITE / CALL. AVELINO MONTERO RIOS,,,17,
3491,8,FUENCARRAL-EL PARDO,"CALL. NURIA, 91",,,91,
3492,11,CARABANCHEL,"CALL. GENERAL RICARDOS, 43",,,43,
3493,16,HORTALEZA,CTRA. ESTACION DE HORTALEZA / CALL. SANTA ADELA,,,11,
3494,11,CARABANCHEL,AVDA. POBLADOS / CALL. ALMORADI,,,102,
3495,17,VILLAVERDE,AVDA. ANDALUCIA / CALL. ROCAFORT,,,80,
3496,20,SAN BLAS-CANILLEJAS,"PLAZA. GRECIA, 1",,,1,
3497,3,RETIRO,PASEO. REINA CRISTINA / PLAZA. MARIANO DE CAVIA,,,36,
3498,7,CHAMBERÍ,"PASEO. GENERAL MARTINEZ CAMPOS, 45",,,45,
3499,12,USERA,AUTOVIA M-40 KM22.300 INTERIOR,,,+02300I,
3500,10,LATINA,AVDA. PORTUGAL / CALL. HERRADURA,,,61,
3501,14,MORATALAZ,"AUTOV. M-30, 08XL60 CALZADA EXTERIOR LATERAL PK8.600",,,08XL60,
3502,15,CIUDAD LINEAL,CALL. GANDHI / CALL. LUIS RUIZ,,,25,
3503,11,CARABANCHEL,"AVDA. NUESTRA SEÑORA DE FATIMA, 90",,,90,
3504,16,HORTALEZA,CALL. MAR ADRIATICO / CALL. AYACUCHO,,,2,
3505,9,MONCLOA-ARAVACA,GTA. SAN VICENTE / PASEO. EMBARCADERO,,,1,
3506,7,CHAMBERÍ,"CALL. HILARION ESLAVA, 53",,,53,
3507,10,LATINA,CALL. ILLESCAS / CALL. CAMARENA,,,70,
3508,10,LATINA,"GTA. PUENTE DE SEGOVIA, 1",,,1,
3509,10,LATINA,CALL. MARIA DEL CARMEN / PASEO. OLIVOS,,,1,
3510,5,CHAMARTÍN,"CALL. JOAQUIN COSTA, 12",,,12,
3511,16,HORTALEZA,RONDA. MANUEL GRANERO / CALL. EL ALGABEÑO,,,6,
3512,3,RETIRO,"CALL. ALFONSO XII, 52",,,52,
3513,19,VICÁLVARO,"CALL. VILLACARLOS, 21",,,21,
3514,3,RETIRO,"CALL. DOCE DE OCTUBRE, 42",,,42,
3515,15,CIUDAD LINEAL,CALL. ARTURO SORIA / CALL. ARZOBISPO COS,,,2,
3516,8,FUENCARRAL-EL PARDO,"CALL. VIRGEN DE ARANZAZU, 5",,,5,
3517,16,HORTALEZA,GTA. YUCATAN / AVDA. ANDES,,,1,
3518,5,CHAMARTÍN,"CALL. PRINCIPE DE VERGARA, 203",,,203,
3519,14,MORATALAZ,CALL. CAMINO DE LOS VINATEROS / CALL. ARROYO DE LA MEDIA LEGUA,,,40,
3520,11,CARABANCHEL,CALL. GENERAL RICARDOS / PASEO. MARCELINO CAMACHO,,,222,
3521,16,HORTALEZA,"AVDA. NICETO ALCALA ZAMORA, 43",,,43,
3522,5,CHAMARTÍN,PAEO DE LA CASTELLANA 214,,,214,
3523,16,HORTALEZA,AVDA. GRAN VIA DE HORTALEZA / CALL. COSTA RICA,,,1,
3524,7,CHAMBERÍ,CALL. MODESTO LAFUENTE / CALL. VIRIATO,,,4,
3525,11,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. IGLESIA,,,23,
3526,1,CENTRO,PLAZA. PUERTA DEL SOL / CALL. CORREO,,,7,
3527,1,CENTRO,"CALL. RIBERA DE CURTIDORES, 11",,,11,
3528,13,PUENTE DE VALLECAS,CALL. PUERTO DE BALBARAN / CALL. DOCTOR SANCHEZ,,,135,
3529,7,CHAMBERÍ,"CALL. POETA ANGELA FIGUERA, 13",,,13,
3530,15,CIUDAD LINEAL,CALL. ALCALA / CALL. BUEN GOBERNADOR,,,287,
3531,16,HORTALEZA,"CALL. MAR MENOR, 12",,,12,
3532,3,RETIRO,"AUTOV. M-30, CALZADA 1 LATERAL, PK 8,800",,,08NL08,
3533,3,RETIRO,"AUTOV. M-30, C1 LATERAL PK 8,800",,,08NL80,
3534,6,TETUÁN,CALL. ORENSE / CALL. HERNANI,,,7,
3535,11,CARABANCHEL,CALL. ANTONIO DE LEYVA / CALL. SANTA LUCRECIA,,,92,
3536,7,CHAMBERÍ,CALL. JOSE ABASCAL / CALL. BRAVO MURILLO,,,5,
3537,10,LATINA,AVDA. PADRE PIQUER / CALL. ESCALONA,,,1,
3538,17,VILLAVERDE,AVDA. ESPINELA / CMNO. LEGANES,,,20,
3539,12,USERA,"CALL. COCHEROS, 6",,,6,
3540,20,SAN BLAS-CANILLEJAS,CALL. JULIO,,,36,
3541,5,CHAMARTÍN,"AUTOV. M-30, 04NL60",,,04NL60,
3542,20,SAN BLAS-CANILLEJAS,CALL. SUECIA / PASEO. GINEBRA,,,36,
3543,4,SALAMANCA,CALL. DOCTOR ESQUERDO / CALL. JORGE JUAN,,,12,
3544,9,MONCLOA-ARAVACA,CALL. GOLONDRINA / CALL. ESCULTOR PERESEJO,,,2,
3545,4,SALAMANCA,CALLE SALUSTIANO OLOZAGA,,,2,
3546,10,LATINA,"CALL. SAN ROBERTO, 5",,,5,
3547,15,CIUDAD LINEAL,CALL. SANTA FELICIDAD / CALL. MARIA TERESA SAENZ DE HEREDIA,,,3A,
3548,1,CENTRO,CALL. FERNANDO VI / CALL. ARGENSOLA,,,23,
3549,4,SALAMANCA,CALL. ALCALA / PASEO. RECOLETOS,,,55,
3550,13,PUENTE DE VALLECAS,"CALL. ANTONIA CALAS, 8",,,8,
3551,16,HORTALEZA,CALL. TORQUEMADA / CTRA. CANILLAS,,,5,
3552,14,MORATALAZ,"CALL. CAMINO DE LOS VINATEROS, 106",,,106,
3553,6,TETUÁN,CALL. GOIRI / CALL. SANTA JULIANA,,,1,
3554,4,SALAMANCA,"CALL. DOCTOR ESQUERDO, 43",,,43,
3555,6,TETUÁN,CALL. SOR ANGELA DE LA CRUZ / CALL. HERMANO GARATE,,,27,
3556,17,VILLAVERDE,CALL. UNANIMIDAD / CALL. TERTULIA,,,1,
3557,15,CIUDAD LINEAL,AUTOV. M-11 / CALL. VIA DE DUBLIN,,,0,
3558,18,VILLA DE VALLECAS,"MERC. MERCAMADRID, 0",,,0,
3559,13,PUENTE DE VALLECAS,IDB. RONDA SUR / AVDA. GLORIETAS,,,0,
3560,14,MORATALAZ,"CALL. ENCOMIENDA DE PALACIOS, 360",,,360,
3561,20,SAN BLAS-CANILLEJAS,CALL. GUTIERREZ CANALES / GTA. EOLO,,,19,
3562,1,CENTRO,"CALL. MAYOR, 65",,,65,
3563,4,SALAMANCA,CALL. FERRER DEL RIO / CALL. CARTAGENA,,,35,
3564,16,HORTALEZA,AVDA. AZALEAS / AVDA. ARROYO DEL SANTO,,,2,
3565,7,CHAMBERÍ,CALL. VALLEHERMOSO / CALL. CEA BERMUDEZ,,,79,
3566,5,CHAMARTÍN,PASEO. CASTELLANA / PLAZA. CUZCO,,,164,
3567,9,MONCLOA-ARAVACA,AUTOV. M-30 / ACCESO A A-6,,,22NC60,
3568,13,PUENTE DE VALLECAS,"CALL. PUERTO DE LA MORCUERA, 12",,,12,
3569,17,VILLAVERDE,"CALL. TERTULIA, 11",,,11,
3570,5,CHAMARTÍN,"PASEO. LA HABANA, 8",,,8,
3571,3,RETIRO,AVDA. CIUDAD DE BARCELONA / AVDA. ALBUFERA,,,226,
3572,9,MONCLOA-ARAVACA,"AUTOV. M-30, 19NC70",,,19NC70,
3573,9,MONCLOA-ARAVACA,"CALL. AGUARON, 35",,,35,
3574,4,SALAMANCA,"CALL. FRANCISCO SILVELA, 35",,,35,
3575,4,SALAMANCA,"CALL. GENERAL PARDIÑAS, 14",,,14,
3576,13,PUENTE DE VALLECAS,AVDA. SAN DIEGO / CALL. DOCTOR SANCHEZ,,,148,
3577,1,CENTRO,"PLAZA. SANTA BARBARA, 6",,,6,
3578,11,CARABANCHEL,"CALL. JACOBEO, 33",,,33,
3579,17,VILLAVERDE,"CALL. DOMINGO PARRAGA, 1",,,1,
3580,2,ARGANZUELA,"CALL. MURCIA, 15",,,15,
3581,6,TETUÁN,"CALL. ORENSE, 33",,,33,
3582,16,HORTALEZA,IDB. GLORIETA AVENIDA DE SAN LUIS / CALL. COSTA DEL SOL,,,0,
3583,4,SALAMANCA,CALL. ALCALA / IDB. PUENTE DE VENTAS,,,70,
3584,14,MORATALAZ,"AUTOV. A-3, +00500E",,,+00500E,
3585,11,CARABANCHEL,CALL. ILDEFONSO GONZALEZ VALENCIA / AUTOV. M-40,,,1,
3586,12,USERA,CALL. MARCELO USERA / CALL. JESUS DEL GRAN PODER,,,21,
3587,5,CHAMARTÍN,AVDA. ALBERTO ALCOCER / CALL. MENENDEZ PIDAL,,,1,
3588,12,USERA,AVDA. POBLADOS / CALL. GUETARIA,,,181,
3589,1,CENTRO,"PASEO. PRADO, 42",,,42,
3590,10,LATINA,CALL. SESEÑA / CTRA. BOADILLA DEL MONTE,,,59,
3591,10,LATINA,"CALL. OCAÑA, 179",,,179,
3592,1,CENTRO,"CALL. ALCALA, 40",,,40,
3593,11,CARABANCHEL,AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. ALGODRE,,,103,
3594,18,VILLA DE VALLECAS,AVDA. EJE CENTRAL / CALL. EJE 4,,,17,
3595,11,CARABANCHEL,PASEO. SANTA MARIA DE LA CABEZA / CALL. BALEARES,,,142,
3596,13,PUENTE DE VALLECAS,CALL. PAYASO FOFO / CALL. ARROYO DEL OLIVAR,,,1,
3597,2,ARGANZUELA,"PASEO. ACACIAS, 17",,,17,
3598,19,VICÁLVARO,"BULEV. JOSE PRAT, 9B",,,9B,
3599,8,FUENCARRAL-EL PARDO,"CALL. DOCTOR REINOSA, 1",,,1,
3600,1,CENTRO,CUSTA. SAN VICENTE / CALL. GRAN VIA,,,1,
3601,15,CIUDAD LINEAL,"CALL. VERDAGUER Y GARCIA, 61",,,61,
3602,4,SALAMANCA,"AVDA. TOREROS, 10",,,10,
3603,7,CHAMBERÍ,"CALL. MAGALLANES, 10",,,10,
3604,7,CHAMBERÍ,AVDA. PABLO IGLESIAS / AVDA. DOCTOR FEDERICO RUBIO Y GALI,,,2,
3605,2,ARGANZUELA,"AUTOV. M-30, 10NL87",,,10NL87,
3606,11,CARABANCHEL,"CALL. GENERAL RICARDOS, 29",,,29,
3607,13,PUENTE DE VALLECAS,CALL. LA DILIGENCIA / CALL. CONCEPCION,,,10,
3608,17,VILLAVERDE,"CALL. LEONOR GONGORA, 35",,,35,
3609,6,TETUÁN,CALL. NUMANCIA / AVDA. PABLO IGLESIAS,,,6,
3610,7,CHAMBERÍ,"CALL. CEA BERMUDEZ, 28",,,28,
3611,3,RETIRO,"CALL. COALICION, 21",,,21,
3612,3,RETIRO,PLAZA. CONDE DE CASAL / CALL. DOCTOR ESQUERDO,,,7,
3613,2,ARGANZUELA,"AUTOV. M-30, CALZADA 1 P.K. 11.000",,,11NL00,
3614,15,CIUDAD LINEAL,"AUTOV. M-30, 03XC80",,,03XC80,
3615,20,SAN BLAS-CANILLEJAS,CALL. CASTILLO DE UCLES / CALL. CASTILLO DE SIMANCAS,,,22,
3616,16,HORTALEZA,CALL. ZIPAQUIRA / CALL. ZAPATOCA,,,2,
3617,9,MONCLOA-ARAVACA,"CALL. CARRIL DE LOS CALEROS, 17A",,,17A,
3618,17,VILLAVERDE,"CALL. ALCOCER, 7",,,7,
3619,5,CHAMARTÍN,CALL. LOPEZ DE HOYOS / CALL. PRINCIPE DE VERGARA,,,66,
3620,8,FUENCARRAL-EL PARDO,"CALL. PONFERRADA, 36",,,36,
3621,8,FUENCARRAL-EL PARDO,"CALL. PEDRO RICO, 45",,,45,
3622,16,HORTALEZA,CALL. TRINQUETE / CTRA. ESTACION DE HORTALEZA,,,1,
3623,11,CARABANCHEL,"CALL. ERVIGIO, 36",,,36,
3624,13,PUENTE DE VALLECAS,"CALL. ARROYO DEL OLIVAR, 100",,,100,
3625,12,USERA,"PLAZA. ELIPTICA, 1",,,1,
3626,1,CENTRO,CALL. FUENCARRAL / CALL. BARCELO,,,87,
3627,9,MONCLOA-ARAVACA,"CALL. PRINCESA, 88",,,88,
3628,17,VILLAVERDE,"CALL. LA ACEBEDA, 59",,,59,
3629,3,RETIRO,"AUTOV. M-30, 09XC80",,,09XC80,
3630,14,MORATALAZ,AVDA. DOCTOR GARCIA TAPIA / CALL. JOSE BERGAMIN,,,136,
3631,16,HORTALEZA,"CALL. SANTA VIRGILIA, 14",,,14,
3632,8,FUENCARRAL-EL PARDO,"CALL. ISABEL COLBRAND, 16A",,,16A,
3633,11,CARABANCHEL,"CALL. MARIANISTAS, 7",,,7,
3634,13,PUENTE DE VALLECAS,"AUTOV. A-4, +00500S",,,+00500S,
3635,18,VILLA DE VALLECAS,"AVDA. SANTA EUGENIA, 60",,,60,
3636,5,CHAMARTÍN,"CALL. CARTAGENA, 120",,,120,
3637,12,USERA,CALL. MARCELO USERA / CALL. RODRIGO UHAGON,,,139,
3638,10,LATINA,"AVDA. LAS AGUILAS, 143",,,143,
3639,4,SALAMANCA,PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA,,,14,
3640,7,CHAMBERÍ,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ORENSE,,,50,
3641,17,VILLAVERDE,CALL. LA PICARA MOLINERA / CALL. EL CASERIO,,,40,
3642,2,ARGANZUELA,"CALL. ARGANDA, 25",,,25,
3643,10,LATINA,"CALL. CUART DE POBLET, 29",,,29,
3644,13,PUENTE DE VALLECAS,"CALL. PUERTO DE NAVACERRADA, 19",,,19,
3645,3,RETIRO,AVDA. CIUDAD DE BARCELONA / AVDA. MENENDEZ PELAYO,,,130,
3646,4,SALAMANCA,CALL. HERMOSILLA / CALL. ALCANTARA,,,92,
3647,10,LATINA,CALL. JOSE MAURELO / CALL. PETIRROJO,,,35,
3648,7,CHAMBERÍ,CALL. ALBERTO AGUILERA / CALL. ANDRES MELLADO,,,64,
3649,7,CHAMBERÍ,CALL. ALBERTO AGUILERA / GTA. GRAN CAPITAN,,,18,
3650,8,FUENCARRAL-EL PARDO,CALL. CANDIDO MATEOS / CALL. CHANTADA,,,11,
3651,7,CHAMBERÍ,"PASEO. CASTELLANA, 65",,,65,
3652,10,LATINA,"CTRA. BARRIO DE LA FORTUNA, 1",,,1,
3653,19,VICÁLVARO,"CALL. SEPIOLITA, 7",,,7,
3654,11,CARABANCHEL,AUTOV. M-40 / CALL. VIA LUSITANA,,,+02700I,
3655,2,ARGANZUELA,PASEO. DELICIAS / CALL. PALOS DE LA FRONTERA,,,42,
3656,7,CHAMBERÍ,CALL. MODESTO LAFUENTE / CALL. GARCIA DE PAREDES,,,14,
3657,10,LATINA,"CALL. QUERO, 105",,,105,
3658,20,SAN BLAS-CANILLEJAS,AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO,,,4,
3659,5,CHAMARTÍN,"CALL. CORAZON DE MARIA, 7",,,7,
3660,15,CIUDAD LINEAL,CALL. CONDADO DE TREVIÑO / AVDA. SAN LUIS,,,9,
3661,11,CARABANCHEL,"CALL. EUGENIA DE MONTIJO, 89",,,89,
3662,7,CHAMBERÍ,"PASEO. SAN FRANCISCO DE SALES, 38",,,38,
3663,12,USERA,"CALL. ANTONIO LOPEZ, 251",,,251,
3664,10,LATINA,CALL. TEMBLEQUE / CENTR. JUVENIL EL SITIO DE MI RECREO,,,109,
3665,17,VILLAVERDE,AVDA. ANDALUCIA / AVDA. GRAN VIA DE VILLAVERDE,,,70,
3666,10,LATINA,CALL. SESEÑA / CALL. ILLESCAS,,,79,
3667,4,SALAMANCA,"CALL. MARTINEZ IZQUIERDO, 60",,,60,
3668,6,TETUÁN,"CALL. EDGAR NEVILLE, 16",,,16,
3669,15,CIUDAD LINEAL,"CALL. ANGEL LARRA, 5",,,5,
3670,15,CIUDAD LINEAL,"CALL. EMILIO VARGAS, 4",,,4,
3671,17,VILLAVERDE,"PASEO. TALLERES, 60",,,60,
3672,18,VILLA DE VALLECAS,"CALL. ALTO DEL RETIRO, 12",,,12,
3673,10,LATINA,CALL. CARLINA / CALL. VILLAMANIN,,,8,
3674,5,CHAMARTÍN,CALL. MATEO INURRIA / CALL. GENERAL LOPEZ POZAS,,,8,
3675,1,CENTRO,CALL. OLIVAR / CALL. CABEZA,,,6,
3676,11,CARABANCHEL,"AUTOV. M-30, 16XC02",,,16XC02,
3677,1,CENTRO,"CALL. MAYOR, 58",,,58,
3678,8,FUENCARRAL-EL PARDO,CALL. SENDA DEL INFANTE / CALL. ARROYO DEL MONTE,,,12,
3679,12,USERA,CALL. ISABELITA USERA / CALL. FELIPE CASTRO,,,15,
3680,13,PUENTE DE VALLECAS,CALL. RIO ARAUCA / CALL. SAN LORENZO,,,8,
3681,8,FUENCARRAL-EL PARDO,CALL. CASTILLO DE CANDANCHU / CALL. BERDUN,,,48,
3682,11,CARABANCHEL,"CALL. GENERAL RICARDOS, 218",,,218,
3683,12,USERA,CALL. GENERAL MARVA / CALL. BOTANICO MUTIS,,,21,
3684,1,CENTRO,"CALL. ALCALA, 44",,,44,
3685,8,FUENCARRAL-EL PARDO,AUTOV. M-30 / AUTOV. M-30,,,32RJ75,
3686,9,MONCLOA-ARAVACA,"AUTOV. A-6, +01400E",,,+01400E,
3687,10,LATINA,"CALL. BIGASTRO, 9A",,,9A,
3688,10,LATINA,AUTOV. A-5 / AVDA PORTUGAL,,,+00500S,
3689,5,CHAMARTÍN,"CALL. SEGRE, 5",,,5,
3690,11,CARABANCHEL,CALL. GENERAL RICARDOS / CALL. CASTRO DE ORO,,,147,
3691,1,CENTRO,CALL. MESONERO ROMANOS / CALL. ABADA,,,2,
3692,11,CARABANCHEL,"AVDA. CARABANCHEL ALTO, 6",,,6,
3693,9,MONCLOA-ARAVACA,"CALL. PROFESOR MARTIN ALMAGRO BASCH, 1",,,1,
3694,4,SALAMANCA,CALL. ALCALA / CALL. ALMERIA,,,237,
3695,9,MONCLOA-ARAVACA,GTA. SAN VICENTE / PASEO. BAJO DE LA VIRGEN DEL PUERTO,,,1,
3696,11,CARABANCHEL,"AVDA. POBLADOS, 124",,,124,
3697,13,PUENTE DE VALLECAS,AVDA. SAN DIEGO / CALL. PEÑA DE LA MIEL,,,35,
3698,1,CENTRO,"CALL. CORREDERA BAJA DE SAN PABLO, 30",,,30,
3699,13,PUENTE DE VALLECAS,CALL. LA DILIGENCIA / CALL. CANDILEJAS,,,4A,
3700,6,TETUÁN,CALL. SINESIO DELGADO / AVDA. MIRAFLORES,,,1,
3701,11,CARABANCHEL,CALL. ILDEFONSO GONZALEZ VALENCIA / CALL. HALCONERO DEL REY,,,15,
3702,10,LATINA,"CALL. HURTUMPASCUAL, 7",,,7,
3703,12,USERA,CALL. ALERCE / CALL. CONIFERAS,,,17,
3704,6,TETUÁN,"AVDA. GENERAL PERON, 25",,,25,
3705,14,MORATALAZ,CALL. FUENTE CARRANTONA / CALL. LAGUNA NEGRA,,,24,
3706,8,FUENCARRAL-EL PARDO,"CALL. ANTONIO LOPEZ AGUADO, 4",,,4,
3707,2,ARGANZUELA,"PASEO. SANTA MARIA DE LA CABEZA, 92",,,92,
3708,1,CENTRO,GTA. EMBAJADORES / CALL. EMBAJADORES,,,1,
3709,16,HORTALEZA,CTRA. ESTACION DE HORTALEZA / CALL. CALASPARRA,,,2,
3710,4,SALAMANCA,CALL. JORGE JUAN / CALL. LAGASCA,,,15,
3711,11,CARABANCHEL,"CALL. AMISTAD, 30",,,30,
3712,11,CARABANCHEL,"CALL. EUGENIA DE MONTIJO, 92",,,92,
3713,6,TETUÁN,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ORENSE,,,61,
3714,21,BARAJAS,"METRO. AEROPUERTO T1 T2 T3, 0",,,0,
3715,1,CENTRO,PASEO. PRADO / CALL. ATOCHA,,,2,
3716,2,ARGANZUELA,"CALL. ANTRACITA, 3",,,3,
3717,3,RETIRO,"AUTOV. M-30, 09XC90",,,09XC90,
3718,20,SAN BLAS-CANILLEJAS,"CALL. ESFINGE, 38",,,38,
3719,6,TETUÁN,CALL. PINOS BAJA / CALL. ARROYO,,,60,
3720,11,CARABANCHEL,"CMNO. CRUCES, 28",,,28,
3721,9,MONCLOA-ARAVACA,AUTOV. M-500 / AUTOV. A-6,,,0,
3722,13,PUENTE DE VALLECAS,"CALL. FRANCISCO IGLESIAS, 49",,,49,
3723,5,CHAMARTÍN,"PASEO. LA HABANA, 46",,,46,
3724,6,TETUÁN,CALL. POETA JOAN MARAGALL / AVDA. BRASIL,,,3,
3725,1,CENTRO,CALL. MARTIRES DE ALCALA / CALL. ALBERTO AGUILERA,,,10,
3726,16,HORTALEZA,AVENIDA DE LOS ANDES 1,,,2,
