ubicacion_key,cod_distrito,distrito,localizacion,tipo_via,via,numero,cp
27906,,,,CALLE,PONFERRADA,22,28029
27907,,,,CALLE,PONFERRADA,0,28029
27908,,,,CALLE,PONFERRADA,22,28035
27909,,,,CALLE,SIERRA PARAMERA,5,28023
27910,,,,AVENIDA,BETANZOS,0,28039
27911,,,,AVENIDA,VAGUADA,0,28020
27912,,,,CALLE,VALDERRIBAS,53,28007
27913,,,,CALLE,RAMON AZORIN,9,28045
27914,,,,CALLE,ARECHAVALETA,10598.3,28041
27915,,,,CALLE,BAJA DE LA IGLESIA,1,28023
27916,,,,PLAZA,CALLAO,0,28013
27917,,,,CALLE,DE EMBAJADORES,572,28012
27918,,,,ACCESO,ESTACIÓN DE SERVICIO T 2 AEROPUERTO,0,0    
27919,,,,AVENIDA,LUSITANA,0,0    
27920,,,,CALLE,ANTONIO SALVADOR,66,28026
27921,,,,CALLE,SANTO DOMINGO,0,28025
27922,,,,PASEO,DE LA INFANTA ISABEL,,28014
27923,,,,CALLE,POETA JUAN MARAGALL,413,28020
27924,,,,CALLE,ARIZA,0,28019
27925,,,,CALLE,TOQUES,17,28050
27926,,,,AVENIDA,DEL INGENIERO EMILIO HERRERA,41,28050
27927,,,,CALLE,PRINCESA,21,28008
27928,,,,CALLE,GABRIEL USERA,29,28026
27929,,,,CALLE,VIA LUSITANA,21,28025
27930,,,,CALLE,ALEJANDRINA MORAN,29,28047
27931,,,,CALLE,GARCIA DE MOLIÑAS,FTE 2,
27932,,,,CALLE,GARCIA DE MOLIÑAS,2,
27933,,,,AVENIDA,COMPLUTENSE,1,28040
27934,,,,CALLE,MEJIA LEQUERICA,2,28004
27935,,,,CALLE,DE LA OCA,8,0
27936,,,,CALLE,RAMIRO DE MAEZTU,3,28040
27937,,,,PASEO,DEL PRADO,18,28014
27938,,,,CALLE,JUAN FRANCISCO PASCUAL,SN,28033
27939,,,,CALLE,ARCINIEGA,9,28039
27940,,,,CALLE,MARIA MOLINA,70,28006
27941,,,,CALLE,RAIMUNDO FERNANDEZ VILLAVERDE,32,28003
27942,,,,CALLE,ISLAS MARSHALL,17,28035
27943,,,,CALLE,VICENTE CAMARON,22,28011
27944,,,,CALLE,EMBAJADORES,201,28053
27945,,,,AVENIDA,DE LA AVIACION,75,28044
27946,,,,CALLE,PEÑA GORBEA,11,28053
27947,,,,CALLE,CERRO ALAMOS BLANCO,123,28035
27948,,,,AVENIDA,ALBUFERA,302,28038
27949,,,,AVENIDA,CARABANCHEL ALTO,21,28054
27950,,,,CALLE,VIRGEN DE AFRICA,37,28027
27951,,,,PASEO,INFANTA ISABEL,9,28014
27952,,,,AVENIDA,SAN DIEGO,23,28018
27953,,,,CALLE,TALLERES,,28021
27954,,,,CALLE,M30,24 RA,0    
27955,,,,CARRETERA,BARRIO DE LA FORTUNA,19,28054
27956,,,,CALLE,NUESTRA SEÑORA DE LA LUZ,48,28047
27957,,,,PASEO,DE FERROVIARIOS,63,28021
27958,,,,CALLE,ISLA DE TAVIRA,38,28035
27959,,,,CALLE,VALLE DE LA TOBALINA,46,0    
27960,,,,CALLE,TAMPICO,23,28027
27961,,,,CALLE,PARROCO JULIO MORATE,5,28045
27962,,,,CALLE,SAAVEDRA FAJARDO,5,28011
27963,,,,CALLE,LA ALHAMBRA,26,28047
27964,,,,CAMINO,CHORRILLO,31,28039
27965,,,,PASEO,DE LA ERMITA,8,28023
27966,,,,RONDA,RONDA DE TOLEDO,FRENTE26,28005
27967,,,,GLORIETA,JAIME CAMPMANY,0,28028
27968,,,,CALLE,SERRANO JOVER,4,28015
27969,,,,CALLE,ALCALA,432,28022
27970,,,,PLAZA,CARDENAL CISNEROS,0,28040
27971,,,,PASEO,DE LA DIRECCIÓN,356,28029
27972,,,,AVENIDA, LOS ROSALES,74,
27973,,,,GLORIETA,CARMENES,2,28047
27974,,,,CALLE,MODESTO LAFUENTE,42,28003
27975,,,,PASEO,CASTELLANA,48,28046
27976,,,,CALLE,RICARDO ORTIZ,57,28017
27977,,,,PLAZA,CAMPILLO DEL MUNDO NUEVO,7,28005
27978,,,,CALLE,FERRAZ,,28030
27979,,,,CALLE,FUENCARRAL,126,28039
27980,,,,CALLE,HILARION ESLAVA,36,28015
27981,,,,CALLE,TOMELLOSO,49,28026
27982,,,,CALLE,SERRANO,33,28016
27983,,,,CALLE,JUAN MONTALVO,,28040
27984,,,,CALLE,CAMINO DE LOS VINATEROS,41,28030
27985,,,,CALLE,JOAQUIN TURINA,46,28044
27986,,,,CALLE,DE EDUARDO MORALES,23,28025
27987,,,,PASEO,EXTREMADURA,127,28011
27988,,,,CALLE,HERMANOS GARCIA NOBLEJAS,2,28037
27989,,,,CALLE,TACONA,0,28030
27990,,,,CALLE,CADARSO,18,28008
27991,,,,CALLE,LA BASILICA,0,28020
27992,,,,RONDA,ATOCHA,7,28012
27993,,,,PLAZA,LEALTAD,FAROLA 6,28014
27994,,,,CALLE,FUENTE DE LIMA,34,28024
27995,,,,CALLE,DON QUIJOTE,40,28020
27996,,,,CALLE,FRANCISCO RODRIGUEZ,83,28044
27997,,,,CALLE,RAFAEL DE RIEGO,0,28014
27998,,,,CALLE,FRANCISCO RODRIGUEZ,106,28044
27999,,,,CALLE,ANTONIO LOPEZ TORRES,264,28055
28000,,,,CALLE,JOAQUIN TURINA,22,28044
28001,,,,CALLE,SOLANA DE OPAÑEL,15,28019
28002,,,,CALLE,PASEO INFANTA ISABEL,7,28014
28003,,,,PASEO,OLMOS,SN,28005
28004,,,,CALLE,DEL POETA JOAN MARAGALL,57,28020
28005,,,,CALLEJON,GOMEZ ACEBO,2,28021
28006,,,,CALLE,FERNANDO MORA,2,28019
28007,,,,CALLE,ARROYO DE FONTARRON,269,28030
28008,,,,CALLE,LOS YEBENES,71,28047
28009,,,,CALLE,CAMARENA,72,28047
28010,,,,CALLE,DE LOS YEBENES,71,28025
28011,,,,CALLE,INMACULADA CONCEPCION,31,28019
28012,,,,CALLE,CAMARENA,75,28047
28013,,,,CALLE,BRAVO MURILLO,0,28015
28014,,,,PASEO,CASTELLANA,77,28046
28015,,,,CALLE,GARGANTA DE AISA,28,28038
28016,,,,CALLE,CAMPILLO,2,28011
28017,,,,CALLE,DE LA VIRGEN DE LOS PELIGROS,,28013
28018,,,,CALLE,RAIMUNDO  FDEZ VILLAVERDE,0,28003
28019,,,,CALLE,JOSE DE CADALSO,76,28044
28020,,,,AVENIDA,PORTUGAL,177,28011
28021,,,,PASEO,SENDA DEL REY,3,0    
28022,,,,PASEO,SENDA DEL REY,48,0    
28023,,,,CALLE,PARQUE DE SAN ISIDRO,SN,0    
28024,,,,CALLE,MENDEZ ALVARO,SN,28054
28025,,,,CALLE,INFANTAS,17,28004
28026,,,,CALLE,SANTA JULIANA,40,28039
28027,,,,AVENIDA,BETANZOS,63,28029
28028,,,,CARRETERA,BOADILLA DEL MONTE,50,28024
28029,,,,CARRETERA,DE VILLAVERDE A VALLECAS,285,0
28030,,,,CALLE,COSTANILLA DE SANTIAGO,0,2    
28031,,,,CALLE,SAN DALMACIO,5,28021
28032,,,,CALLE,DEL AILANTO,36,0000 
28033,,,,CALLE,SANTIAGO AMON,0,28021
28034,,,,TUNEL,M30,,
28035,,,,PASEO,DE LA DIRECCION,163,28039
28036,,,,CALLE,SANTIAGO DE COMPOSTELA,,28035
28037,,,,CALLE,SANTIAGO DE COMPOSTELA,94,28034
28038,,,,CALLE,SANTIAGO DE COMPOSTELA,94,28035
28039,,,,AVENIDA,TRAJANO,1,28035
28040,,,,AVENIDA,DE LA PLAZA DE TOROS,6,28025
28041,,,,CALLE,CASIMIRO ESCUDERO,3,28025
28042,,,,CALLE,GARCILASO,SN,28010
28043,,,,CALLE,ISABELITA USERA,84,28026
28044,,,,CALLE,DOCTOR ESQUERDO,219,28007
28045,,,,CALLE,CINCO LAGUNAS,7,28023
28046,,,,CALLE,SANDALIO LOPEZ,,28034
28047,,,,PLAZA,PUERTA DE MOROS,,28005
28048,,,,CALLE,ALBASANZ,9,28037
28049,,,,ACCES,CARRETERA DE CASTILLA,SN,
28050,,,,CALLE,FERNANDO VII,5,28037
28051,,,,CALLE,DEL FERROCARRIL,5,28045
28052,,,,AVENIDA,DE OPORTO,60,28019
28053,,,,CALLE,BRAVO MURILLO,137,28020
28054,,,,AVENIDA,OPORTO,88,28019
28055,,,,CALLE,RAIMUNDO FDEZ VILAVERDE,47,28003
28056,,,,CALLE,MARIA MOLINA,SN,28006
28057,,,,CALLE,SAN BERNARDO,114,28013
28058,,,,CALLE,DE LA VIA,12,28019
28059,,,,CALLE,GRAN VIA,9,28013
28060,,,,CALLE,GOYA,129,28009
28061,,,,CALLE,GRAN VIA DE SAN FRANCISCO,7,28005
28062,,,,CALLE,AMANIEL,38,28015
28063,,,,PASEO,DE  LA FLORIDA,1,28008
28064,,,,CALLE,ARROYO FONTARRON,315,28030
28065,,,,AVENIDA,DE GRAN VIA,66,28013
28066,,,,CALLE,ARTURO SORIA,264,28033
28067,,,,CALLE,ANTONIO LEIVA,0,28019
28068,,,,CAMINO,DE LA ZARZUELA,10,28023
28069,,,,CALLE,JOSE ORTEGA Y GASSET,,28006
28070,,,,CALLE,JOAQUIN COSTA,61,28002
28071,,,,CALLE,JOSE CALVO,,28039
28072,,,,CALLE,ABDON TERRADAS,7,28015
28073,,,,CALLE,CULLERA,24,28047
28074,,,,VIA,CARPETANA,167,28047
28075,,,,AVENIDA,DEL DOCTOR GARCIA TAPIA,13,28030
28076,,,,CALLE,SERRANO,120,28016
28077,,,,AVENIDA,PABLO IGLESIAS,58,28039
28078,,,,CALLE,RODRIGUEZ ESPINOSA,2,28053
28079,,,,CALLE,SAN CLAUDIO,142,28038
28080,,,,CALLE,DE ROCAFORT,145,28021
28081,,,,AVENIDA,ALBERTO ALCOCER,32,28016
28082,,,,ACCES,AUTOVIA A3,,0
28083,,,,AVENIDA,DE EUROPA,27,28023
28084,,,,PASEO,FERROVIARIOS,43,28021
28085,,,,GLORIETA,PATINES,7,28011
28086,,,,CALLE,FRANCISCO LAGUNA,2,28053
28087,,,,PASEO,CIUDAD DE PLASENCIA,01,28005
28088,,,,CAMINO,ANTEQUINA,01,28011
28089,,,,CALLE,BARBIERI,,28004
28090,,,,AVENIDA,ALBUFERA,7,28031
28091,,,,CARRETERA,BOADILLA DEL MONTE,,28024
28092,,,,CALLE,GAMONAL,19,28031
28093,,,,CALLE,MONASTERIO DE SILOS,51,28049
28094,,,,CALLE,MONTE PERDIDO,0,28053
28095,,,,CALLE,RIBERA DE CURTIDORES,31,28005
28096,,,,PLAZA,ESPAÑA,0,28013
28097,,,,CALLE,LA PALMA,18,28004
28098,,,,CALLE,RAMON GOMEZ DE LA SERNA,151,28035
28099,,,,PLAZA,DE CRISTINO MARTOS,2,28015
28100,,,,CALLE,PIAMONTE,1,28004
28101,,,,CALLE,GRAN VIA,01,28013
28102,,,,CALLE,ALEJANDRO MORAN,01,28025
28103,,,,CALLE,NUESTRA SEÑORA DE LA SOLEDAD,1,28044
28104,,,,CALLE,BOLTAÑA,0,28022
28105,,,,CALLE,VILLARROBLEDO,,28045
28106,,,,CALLE,LEGANITOS,27,28013
28107,,,,CALLE,CONCEJAL FRANCISCO JIMENEZ MARTIN,14,28047
28108,,,,CALLE,NUEVA CALEDONIA,8,28035
28109,,,,AVENIDA,DE AMÉRICA,2,28002
28110,,,,CALLE,MOZART,7,28008
28111,,,,CALLE,NUMANCIA,0,28039
28112,,,,AVENIDA,BETANZOS,60,28034
28113,,,,CALLE,HERMOSILLA,01,28001
28114,,,,AVENIDA,COMPLUTENSE,7,28040
28115,,,,CALLE,ESPIRITU SANTO,26,28004
28116,,,,AVENIDA,COMPLUTENSE,0,0    
28117,,,,CALLE,MARTIRES DE ALCALA,9,28015
28118,,,,CALLE,RIBERA DE CURTIDORES,01,28005
28119,,,,CALLE,ARIZA,01,28047
28120,,,,CALLE,LA BAÑEZA,9,28029
28121,,,,CALLE,RAIMUNDO FERNANDEZ VILLAVERDE,10,28003
28122,,,,CALLE,PINOS BAJA,17,28029
28123,,,,CALLE,RODRIGO DE ARANA,50,28044
28124,,,,CALLE,RECOLETOS,2,28001
28125,,,,GLORIETA,DE RUIZ JIMÉNEZ,0,28015
28126,,,,CALLE,ALFONSO GOMEZ,0,28037
28127,,,,AUTOVIA,M30,KM23700,
28128,,,,CALLE,SERRANO ,38,28001
28129,,,,GLORIETA,RUBEN DARIO,4,28010
28130,,,,CALLE,GENERAL ALVAREZ CASTRO,,28010
28131,,,,CALLE,ZURBANO,67,28003
28132,,,,CALLE,ISLA DE ALEGRANZA,53,28035
28133,,,,CALLE,SANTIAGO DE COMPOSTELA,44,28035
28134,,,,CALLE,ARMENGOT,,28019
28135,,,,CALLE,GALLUR,419,28047
28136,,,,CALLE,CAIDOS DE LA DIVISION AZUL,16,28016
28137,,,,CALLE,COROZAL,8,28033
28138,,,,CALLE,MARIBLANCA,28,28026
28139,,,,CALLE,ANTONIO LOPEZ,296,28041
28140,,,,CALLE,GENERAL RICARDOS,112,28019
28141,,,,PLAZA,GOLETA,2,28042
28142,,,,AVENIDA,OPORTO,31,28019
28143,,,,CALLE,ANTONIO LOPEZ,246,28041
28144,,,,PASEO,MARQUES DE MONISTROL,3,28011
28145,,,,CALLE,DEL CORREGIDOR JUAN FRANCISCO DE LUJAN,60,28030
28146,,,,CALLE,EUSTAQUIO RODRIGUEZ,59781.0,28003
28147,,,,CALLE,CASTO PLASENCIA,1,28004
28148,,,,CALLE,PUERTO RICO,27,28000
28149,,,,CALLE,ALFREDO ALEIX,25,28044
28150,,,,CALLE,DE LA OCA,73,0
28151,,,,AVENIDA,TRAJANO,6,28035
28152,,,,AVENIDA,BETANZOS,75,28029
28153,,,,PASEO,DE LA INFANTA ISABEL,7,28014
28154,,,,PASEO,DEL PRADO,FAROLA 42,28014
28155,,,,CALLE,GENERAL MARVA,3,28027
28156,,,,CALLE,GOMEZ DE ARTECHE,29,28044
28157,,,,CALLE,SILVIO ABAD,62,28026
28158,,,,CALLE,PEONIAS,SN,28042
28159,,,,CALLE,DE MONROY,12,28044
28160,,,,CALLE,DE LA OCA,75,0
28161,,,,CALLE,POBLADURA DEL VALLE,0,28037
28162,,,,CALLE,PALOMERAS,47,28053
28163,,,,GLORIETA,ERMITA DE LA VIRGEN DE LA SOLEDAD,0,28042
28164,,,,CALLE,DOCTOR ZOFIO,7,28019
28165,,,,PLAZA,SANTA ANA,14,28005
28166,,,,CALLE,ALSASUA,18,28023
28167,,,,CALLE,JUAN ALVAREZ MENDIZABAL,13,28008
28168,,,,AVENIDA,ALBUFERA,50,
28169,,,,CALLE,MARQUES DE VIANA,16,0    
28170,,,,CALLE,MARQUES DE VIANA,15,0    
28171,,,,AVENIDA,MEDITERRANEO,52,28007
28172,,,,CALLE,VILLASANDINO,26,28011
28173,,,,CALLE,ANTONIO LOPEZ,5,0    
28174,,,,CALLE,FELIX RODRIGUEZ LA FUENTE,69,28030
28175,,,,CALLE,CARABIAS,16,28024
28176,,,,CALLE,DE FUENCARRAL,0,28004
28177,,,,AVENIDA,DEL FERROL,0,28029
28178,,,,CALLE,ALDEANUEVA DE LA VERA,46,28044
28179,,,,CALLE,RIOJANOS,SN,28038
28180,,,,CALLE,DELICIAS,23,28045
28181,,,,CALLE,ATAPUERCA,SN,28054
28182,,,,CALLE,MIRANDA DE ARGA,1,28033
28183,,,,CALLE,PADRE POVEDA,SN,28022
28184,,,,CAMINO,PERALES,130,28026
28185,,,,CALLE,DE ADORA,SN,28041
28186,,,,CALLE,DARIO GAZAPO,SN,28024
28187,,,,CALLE,RONDA DE SEGOVIA,21,28005
28188,,,,CALLE,PEÑA GORBEA,5,28053
28189,,,,CALLE,GARCINUÑO,0,28029
28190,,,,CALLE,EJE,7 MERAMADR,28053
28191,,,,PLAZA,JACINTO BENAVENTE,0,28012
28192,,,,PLAZA,TUY,3,28029
28193,,,,PASEO,PINTOR ROSALES,44,28008
28194,,,,AVENIDA,PRINCIPAL,5,28011
28195,,,,AVENIDA,MORATALAZ,127,28030
28196,,,,CALLE,AVIACION ESPAÑOLA,5,28003
28197,,,,CALLE,ALCALDE MARTIN DE ALZAGA,0,28039
28198,,,,CALLE,BESOLLA,13,28025
28199,,,,CALLE,LAS CIGARRERAS,,28005
28200,,,,AVENIDA,DE AMERICA,,28042
28201,,,,CALLE,AGUSTIN DE FOXA,26,28036
28202,,,,AVENIDA,PABLO IGLESIAS,4,28039
28203,,,,CALLE,ALMENDRO,7,28005
28204,,,,CALLE,BRAVO MURILLO,208,28020
28205,,,,CALLE,ANTONIO LOPEZ,73,28041
28206,,,,CALLE,NORTE,13,28015
28207,,,,CALLE,O DONELL,77,28009
28208,,,,CALLE,JUAN ALVAREZ MENDIZABAL,1,28008
28209,,,,CALLE,ANTOLIN GARCIA,11,28047
28210,,,,CALLE,CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN,0,28047
28211,,,,CALLE,CONCORDIA,17,28053
28212,,,,TRAVESIA,JUAN PEÑALVER,2,28021
28213,,,,CALLE,CAMINO DE LAS CRUCES,20,28054
28214,,,,CALLE,ANTONIO LOPEZ,170,28026
28215,,,,AVENIDA,DE  LOS POBLADOS,51,28025
28216,,,,CALLE,PRINCESA,12,28008
28217,,,,CALLE,MONSEÑOR OSCAR ROMERO,77,28047
28218,,,,CALLE,HERMANOS GARCIA NOBLEJAS,67,28037
28219,,,,CALLE,SAN NORBERTO,25,28021
28220,,,,CALLE,CALAHORRA,0,28032
28221,,,,CALLE,VAZQUEZ DE MELLA,8,28017
28222,,,,CALLE,TENIENTE COMPAIRED,13,28026
28223,,,,AVENIDA,RAFAELA YBARRA,52,28026
28224,,,,CALLE,DE LA RABIDA,1,28039
28225,,,,CALLE,BALEARES,18,28019
28226,,,,AUTOVIA,M30 CARRETERA DEL PARDO,SN,0
28227,,,,CALLE,ALMIRANTE FRANCISCO MORENO,0,28040
28228,,,,CALLE,VALLEHERMOSO,30,28015
28229,,,,CALLE,PASEO QUINCE MAYO,2,28019
28230,,,,AVENIDA,PLAZA DE TOROS,15,28025
28231,,,,CALLE,PEÑA DE FRANCIA,14,28005
28232,,,,CALLE,PRINCIPE DE VERGARA,156,28016
28233,,,,PASO,CASTELLANA,109,28046
28234,,,,CALLE,JOSE BERGAMIN,24,28030
28235,,,,CALLE,RIVERA DE CURTIDORES,,28005
28236,,,,CALLE,SALLABERRY,40,28019
28237,,,,AVENIDA,MANZANARES,,28026
28238,,,,CALLE,FUENTE DE LA PIEDRA,0,28018
28239,,,,CALLE,EMBAJADORES,146,28025
28240,,,,CALLE,YUSTE,4,28053
28241,,,,CALLE,CAMPILLO,9,28011
28242,,,,CALLE,MALDONADAS,7,28005
28243,,,,CONVENT,VILLAVERDE VALLECAS,17,28018
28244,,,,CALLE,CUESTA DE LA VEGA,SN,
28245,,,,CALLE,CARDENAL SILICEO,24,28002
28246,,,,CALLE,CALLE TOLEDO,0,28005
28247,,,,CALLE,MARIA DE LAS NIEVES LOZANO,0,28050
28248,,,,CALLE,BRESCIA,6,28028
28249,,,,CALLE,VALLEHERMOSO,96,28003
28250,,,,AVENIDA,PABLO NERUDA,17,28038
28251,,,,CALLE,VIA CARPETANA,0,28047
28252,,,,CALLE,GENERAL RICARDOS,116,29019
28253,,,,CALLE,SAN ERASMO,SN,28021
28254,,,,CALLE,JUAN DE DUQUE,,28000
28255,,,,CALLE,SAN JUAN DE LA MATA,,28011
28256,,,,AVENIDA,TRECE ROSAS,,28017
28257,,,,CALLE,JOAQUIN JORGE ALARCON,52,28035
28258,,,,CALLE,ACAMAR,16,28023
28259,,,,CALLE,MUELA DE SAN JUAN,12,28031
28260,,,,PASEO,MARCELINO CAMACHO,18,28025
28261,,,,CALLE,JOSE DONOSO,2,28050
28262,,,,CALLE,ARZOBISPO COS,5,28027
28263,,,,CALLE,JULIAN RABANEDO,0,28045
28264,,,,CALLE,TOLEDO,33,28005
28265,,,,PLAZA,SAN ILDEFONSO,0,28004
28266,,,,AVENIDA,LLANO CASTELLANO,0,28034
28267,,,,CALLE,MANUEL MUIÑO ARROYO,24,28011
28268,,,,CALLE,GALILEO,76,28015
28269,,,,CALLE,M 30,PK 24.200,0000 
28270,,,,CALLE,ARQUITECTO LOPEZ OTERO,SN,28040
28271,,,,CALLE,DOCTOR TOLOZA LATOUR,116,28041
28272,,,,CALLE,JOSEFA FERNANDEZ BUTERGA,SN,28019
28273,,,,CALLE,CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN,SN,28047
28274,,,,CALLE,LOLA FLORES,23,28022
28275,,,,CALLE,VIA CARPETANA,0,28011
28276,,,,AVENIDA,ALBUFERA,3,28031
28277,,,,CALLE,MANUEL ALVAREZ,0,28025
28278,,,,CALLE,CARCASTILLO,0,28025
28279,,,,CALLE,EMBAJADORES,0,28012
28280,,,,CALLE,FRANCISCO GUZMAN,16,28025
28281,,,,PASO,DEL PRADO,46,28048
28282,,,,CALLE,ZORRILLA,0,28014
28283,,,,CALLE,ANTONIA LANCHA,37,28019
28284,,,,CALLE,JARAIZ DE LA VERA,2,28011
28285,,,,CALLE,ANTONIO LOPEZ,45,28041
28286,,,,CALLE,VALLE DE LA FUENFRIA,10,28034
28287,,,,CALLE,DE LA TORRE,0,
28288,,,,CALLE,PRINCESA,25,
28289,,,,CALLE,ALCALA,151,28022
28290,,,,CALLE,SESEÑA,32,28024
28291,,,,AUTOVIA,A 4 KM,0,28000
28292,,,,CALLE,SANTA ENGRACIA,126,28003
28293,,,,CALLE,ALONDRA,0,28025
28294,,,,CALLE,RONDA DE ATOCHA,13,28012
28295,,,,CALLE,DUQUESA DE PARCENT,16,28047
28296,,,,RONDA,ATOCHA,,28012
28297,,,,CALLE,CALCIO,5,28021
28298,,,,CALLE,RAFAEL BOTI,62,28023
28299,,,,CALLE,PINTOR RAFAEL BOTTI,62,0    
28300,,,,CALLE,VILLACARRIEDO,15,28024
28301,,,,CALLE,PINTOR RAFAEL BOTTI,0,0    
28302,,,,CALLE,JUAN ALVAREZ MENDIZABAL,,28008
28303,,,,CALLE,RAMON GOMEZ DE LA SERNA,12,28035
28304,,,,AVENIDA,BETANZOS,,28034
28305,,,,CERRO,MICA,13,28021
28306,,,,CALLE,DEL REAL,2,
28307,,,,CALLE,ESPARTEROS,4,28013
28308,,,,CALLE,MAYOR,31,28013
28309,,,,CALLE,ESCORIAZA,12,28021
28310,,,,CALLE,GERARDO CORDON,20,28017
28311,,,,AVENIDA,LA PESETA,102,28054
28312,,,,AVENIDA,MARQUES DE CORBERA,0,28017
28313,,,,CALLE,GINZO DE LIMIA,,28029
28314,,,,AVENIDA,DOCTOR GARCIA TAPIA,0,28030
28315,,,,CALLE,ARAPILES,13,28015
28316,,,,CALLE,SAN DAVID,2,28019
28317,,,,AVENIDA,MANZANARES,0,28019
28318,,,,CALLE,SAN DAVID,6,28019
28319,,,,AVENIDA,MANZANARES,0,28026
28320,,,,CALLE,BENEFICENCIA,0,28004
28321,,,,AVENIDA,MANZANARES,,28011
28322,,,,CALLE,AVILA (CUATRO CAMINOS),27,28020
28323,,,,CALLE,SAN BERNARDO,,28015
28324,,,,AVENIDA,DE LAS SUERTES,0,28051
28325,,,,CALLE,GOLONDRINA,42,28023
28326,,,,CALLE,EMBAJADORES,148,28045
28327,,,,AVENIDA,RONDA DE LAS PROVINCIAS,0,0    
28328,,,,CALLE,BARRIONUEVO,23,28043
28329,,,,AVENIDA,CARDENAL DE HERRRERA ORIA,3,28035
28330,,,,CALLE,BENITO PRIETO,23,28019
28331,,,,CALLE,FELIPE IV,0,28014
28332,,,,CALLE,TRVA  DE TRIFON PEDRERO,1,28019
28333,,,,PASEO,REINA CRISTINA,14,28014
28334,,,,PASO,REINA CRISTINA,14,28014
28335,,,,CALLE,DE SANTA ENGRACIA,0,28003
28336,,,,CALLE,BACARES,0,28033
28337,,,,PASEO,REINA CRISTINA,22,28014
28338,,,,CALLE,MONTALBAN,0,28014
28339,,,,CALLE,ATOCHA,119,28012
28340,,,,CALLE,FELIPE IV,FRENTE RITZ,28014
28341,,,,CALLE,ATOCHA,113,28012
28342,,,,CALLE,ATOCHA,99,28012
28343,,,,CALLE,FELIPE IV,0 FRENTE RITZX,28014
28344,,,,CALLE,MARQUES DE ENSENADA,0,28004
28345,,,,AVENIDA,DE LA AVIACION,0,28044
28346,,,,AVENIDA,BETANZOS,,28029
28347,,,,AVENIDA,ALBUFERA,220,28038
28348,,,,CALLE,CAMINO DE LOS VINATEROS,0,28030
28349,,,,CALLE,MARIA DE MOLINA,54,28006
28350,,,,CALLE,DE PORTOALEGRE,,28019
28351,,,,CALLE,RAFAEL FINAT,0,28040
28352,,,,PASEO,DEL PRADO,16,28014
28353,,,,CALLE,VEGAFRIA,7,28035
28354,,,,CALLE,AVEFRIA,35,28025
28355,,,,AVENIDA,ASTURIAS,49,28029
28356,,,,CALLE,FELIPE IV,SN,28014
28357,,,,CALLE,SEGOVIA,77,28005
28358,,,,AVENIDA,PLAZA DE TOROS,7,28025
28359,,,,CALLE,MURCIA,4,28045
28360,,,,CALLE,ATOCHA,SN,28012
28361,,,,CALLE,FRANCISCO DE ROJAS,12,28010
28362,,,,CALLE,PRINCESA,26,28008
28363,,,,CALLE,ANDALUCIA,2,28007
28364,,,,CALLE,AFUERAS A VALVERDE,56,28034
28365,,,,CALLE,MONASTERIO DE SILOS,36,28049
28366,,,,CALLE,ALONSO CANO,63,28003
28367,,,,CALLE,SAN CLAUDIO,140,28038
28368,,,,CALLE,CAIDOS DE LA DIVISION AZUL,6,28016
28369,,,,AUTOVIA,M30,KM 25,
28370,,,,AVENIDA,SAN DIEGO,0,28018
28371,,,,PASEO,CASTELLANA,60,28046
28372,,,,CALLE,PRINCESA,0,
28373,,,,CALLE,RODRIGO DE GUEVARA,4,28012
28374,,,,CALLE,VOLUNTARIO MACABEBES,0,28045
28375,,,,CALLE,RODRIGO DE GUEVARA,0,28012
28376,,,,CALLE,AV REAL DE PINTO,106,28021
28377,,,,PASEO,CASTELLANA,103,28046
28378,,,,AVENIDA,ALBUFERA,297,28038
28379,,,,AVENIDA,ASTURIAS,24,28029
28380,,,,CALLE,ROMAN ALONSO,10,28039
28381,,,,PLAZA,REPUBLICA DEL ECUADOR,7,28016
28382,,,,CALLE,CEBREROS,SN,28011
28383,,,,CALLE,FUENCARRAL,54,28004
28384,,,,AVENIDA,EL FERROL,38,28029
28385,,,,CALLE,LIBREROS,1,28004
28386,,,,CALLE,IGLESIA,6,0    
28387,,,,AVENIDA,PIO XII,48,28036
28388,,,,CALLE,PAPAGAYO,4,0    
28389,,,,CALLE,SERRANO,95,28001
28390,,,,CALLE,DULCINEA,38,28020
28391,,,,CALLE,RAIMUNDO FDZ VILLAVE,0,28003
28392,,,,CALLE,GABRIEL RUIZ,0,28026
28393,,,,CALLE,BRAVO MURILLO,211,28020
28394,,,,CALLE,GUZMAN EL BUENO,62,28015
28395,,,,AVENIDA,PRINCIPAL,7,28011
28396,,,,CALLE,REINA VICTORIA,8,28003
28397,,,,CALLE,VALLEHERMOSO,0,28009
28398,,,,AVENIDA,NUESTRA SEÑORA DE VALVANERA,202,28025
28399,,,,CALLE,LOPEZ MEZQUIA,5,28019
28400,,,,PASEO,PINTOR ROSALES,58,28008
28401,,,,CALLE,POBLADURA DEL VALLE,27,28037
28402,,,,CALLE,LEGANITOS,19,28013
28403,,,,CALLE,JOSE ABASCAL,17,28003
28404,,,,CALLE,JOSE ABASCAL,SN,28003
28405,,,,CALLE,SANTISIMA TRINIDAD,37,28010
28406,,,,CALLE,MONASTERIO DE SUSO Y YUSO,SN,28049
28407,,,,CALLE,CONVENIO,SN,28053
